statNm,statId,addr,lat,lng,bnm,busiNm
롯데캐슬베네치아아파트102동3층,EV000609,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",37.5708119884,127.0214620759,에버온,에버온
롯데캐슬베네치아아파트102동3층,EV000609,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",37.5708119884,127.0214620759,에버온,에버온
롯데캐슬베네치아아파트104동3층,EV000610,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",37.5708119884,127.0214620759,에버온,에버온
롯데캐슬베네치아아파트104동3층,EV000610,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",37.5708119884,127.0214620759,에버온,에버온
롯데캐슬베네치아아파트104동3층,EV000610,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",37.5708119884,127.0214620759,에버온,에버온
롯데캐슬베네치아아파트102동4층,EV000611,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",37.5708119884,127.0214620759,에버온,에버온
롯데캐슬베네치아아파트102동4층,EV000611,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",37.5708119884,127.0214620759,에버온,에버온
롯데캐슬베네치아아파트102동4층,EV000611,"서울특별시 중구 청계천로 400 (황학동, 롯데캐슬베네치아)",37.5708119884,127.0214620759,에버온,에버온
은평뉴타운상림마을3단지,EV000615,"서울특별시 은평구 진관4로 47 (진관동, 은평뉴타운상림마을)",37.6458511153,126.9272003501,에버온,에버온
은평뉴타운상림마을3단지,EV000615,"서울특별시 은평구 진관4로 47 (진관동, 은평뉴타운상림마을)",37.6458511153,126.9272003501,에버온,에버온
은평뉴타운상림마을3단지,EV000615,"서울특별시 은평구 진관4로 47 (진관동, 은평뉴타운상림마을)",37.6458511153,126.9272003501,에버온,에버온
휘경동동일스위트리버,EV000616,"서울특별시 동대문구 한천로 300 (휘경동, 동일스위트리버)",37.5878408461,127.0685402999,에버온,에버온
휘경동동일스위트리버,EV000616,"서울특별시 동대문구 한천로 300 (휘경동, 동일스위트리버)",37.5878408461,127.0685402999,에버온,에버온
휘경동동일스위트리버,EV000616,"서울특별시 동대문구 한천로 300 (휘경동, 동일스위트리버)",37.5878408461,127.0685402999,에버온,에버온
휘경동동일스위트리버,EV000616,"서울특별시 동대문구 한천로 300 (휘경동, 동일스위트리버)",37.5878408461,127.0685402999,에버온,에버온
LG사이언스파크 화학 E5,EV000655,서울특별시 강서구 마곡중앙10로 30 (마곡동),37.5634024562,126.8312315893,에버온,에버온
LG사이언스파크 화학 E5,EV000655,서울특별시 강서구 마곡중앙10로 30 (마곡동),37.5634024562,126.8312315893,에버온,에버온
LG사이언스파크 화학 E5,EV000655,서울특별시 강서구 마곡중앙10로 30 (마곡동),37.5634024562,126.8312315893,에버온,에버온
LG사이언스파크 화학 E5,EV000655,서울특별시 강서구 마곡중앙10로 30 (마곡동),37.5634024562,126.8312315893,에버온,에버온
LG사이언스파크 화학 E5,EV000655,서울특별시 강서구 마곡중앙10로 30 (마곡동),37.5634024562,126.8312315893,에버온,에버온
LG사이언스파크 화학 E5,EV000655,서울특별시 강서구 마곡중앙10로 30 (마곡동),37.5634024562,126.8312315893,에버온,에버온
LG사이언스파크 화학 E5,EV000655,서울특별시 강서구 마곡중앙10로 30 (마곡동),37.5634024562,126.8312315893,에버온,에버온
LG사이언스파크 화학 E5,EV000655,서울특별시 강서구 마곡중앙10로 30 (마곡동),37.5634024562,126.8312315893,에버온,에버온
LG사이언스파크 화학 E5,EV000655,서울특별시 강서구 마곡중앙10로 30 (마곡동),37.5634024562,126.8312315893,에버온,에버온
LG사이언스파크 화학 E5,EV000655,서울특별시 강서구 마곡중앙10로 30 (마곡동),37.5634024562,126.8312315893,에버온,에버온
홍은현대아파트,EV000656,서울특별시 서대문구 연희로41길 4 (홍은동),37.5892816169,126.9364402592,에버온,에버온
홍은현대아파트,EV000656,서울특별시 서대문구 연희로41길 4 (홍은동),37.5892816169,126.9364402592,에버온,에버온
망우신원아파트,EV000657,"서울특별시 중랑구 망우로 504-7 (망우동, 신원아파트)",37.6002190743,127.1087794243,에버온,에버온
애필리움아파트,EV000658,"서울특별시 은평구 불광천길 536 (응암동, 애필리움)",37.5979114284,126.9163898602,에버온,에버온
부띠크 모나코,EV000659,서울특별시 서초구 서초대로 397 (서초동),37.4974338814,127.0245169907,에버온,에버온
부띠크 모나코,EV000659,서울특별시 서초구 서초대로 397 (서초동),37.4974338814,127.0245169907,에버온,에버온
부띠크 모나코,EV000659,서울특별시 서초구 서초대로 397 (서초동),37.4974338814,127.0245169907,에버온,에버온
부띠크 모나코,EV000659,서울특별시 서초구 서초대로 397 (서초동),37.4974338814,127.0245169907,에버온,에버온
용산가족공원,EV000663,서울특별시 용산구 서빙고로 185 (용산동6가),37.520115513,126.9845930596,에버온,에버온
정릉푸르지오_1,EV000665,"서울특별시 성북구 보국문로 19 (정릉동, 정릉푸르지오아파트)",37.6067559357,127.00969429,에버온,에버온
정릉푸르지오_1,EV000665,"서울특별시 성북구 보국문로 19 (정릉동, 정릉푸르지오아파트)",37.6067559357,127.00969429,에버온,에버온
정릉푸르지오_2,EV000666,"서울특별시 성북구 보국문로 19 (정릉동, 정릉푸르지오아파트)",37.60711814003,127.0096150608,에버온,에버온
정릉푸르지오_3,EV000667,"서울특별시 성북구 보국문로 19 (정릉동, 정릉푸르지오아파트)",37.606100016,127.0096828798,에버온,에버온
동익성봉빌딩,EV000683,서울특별시 서초구 서초대로 301 (서초동),37.494332467,127.0145105635,에버온,에버온
태릉현대홈타운,EV000684,"서울특별시 노원구 화랑로51나길 15 (공릉동, 태릉현대홈타운스위트1단지)",37.6250484958,127.0894993036,에버온,에버온
태릉현대홈타운스위트2단지,EV000685,"서울특별시 노원구 화랑로51나길 36 (공릉동, 태릉현대홈타운스위트2단지)",37.625129671,127.0917332605,에버온,에버온
행당대림아파트,EV000691,"서울특별시 성동구 행당로 79 (행당동, 행당동 대림아파트)",37.5582039955,127.0275066662,에버온,에버온
중앙대학교102관,EV000692,서울특별시 동작구 흑석로 84 (흑석동),37.50622671998,126.9589676787,에버온,에버온
중앙대학교102관,EV000692,서울특별시 동작구 흑석로 84 (흑석동),37.50622671998,126.9589676787,에버온,에버온
중앙대학교102관,EV000692,서울특별시 동작구 흑석로 84 (흑석동),37.50622671998,126.9589676787,에버온,에버온
중앙대학교102관,EV000692,서울특별시 동작구 흑석로 84 (흑석동),37.50622671998,126.9589676787,에버온,에버온
중앙대학교303관,EV000693,서울특별시 동작구 흑석로 84 (흑석동),37.50470288749,126.9558244243,에버온,에버온
중앙대학교303관,EV000693,서울특별시 동작구 흑석로 84 (흑석동),37.50470288749,126.9558244243,에버온,에버온
중앙대학교305관,EV000694,서울특별시 동작구 흑석로 84 (흑석동),37.5042250043,126.9548973188,에버온,에버온
중앙대학교305관,EV000694,서울특별시 동작구 흑석로 84 (흑석동),37.5042250043,126.9548973188,에버온,에버온
중앙대학교309관,EV000695,서울특별시 동작구 흑석로 84 (흑석동),37.50243255168,126.9563573003,에버온,에버온
중앙대학교310관,EV000696,서울특별시 동작구 흑석로 84 (흑석동),37.5035856959,126.9559721061,에버온,에버온
중앙대학교310관,EV000696,서울특별시 동작구 흑석로 84 (흑석동),37.5035856959,126.9559721061,에버온,에버온
중앙대학교310관,EV000696,서울특별시 동작구 흑석로 84 (흑석동),37.5035856959,126.9559721061,에버온,에버온
중앙대학교310관,EV000696,서울특별시 동작구 흑석로 84 (흑석동),37.5035856959,126.9559721061,에버온,에버온
송파파인타운11단지1,EV000701,"서울특별시 송파구 송파대로8길 58 (장지동, 송파파인타운11단지)",37.47920074509,127.1330978161,에버온,에버온
은평 솔하임,EV000702,서울특별시 은평구 통일로 1080 (진관동),37.63944400911,126.9173131918,에버온,에버온
은평 솔하임,EV000702,서울특별시 은평구 통일로 1080 (진관동),37.63944400911,126.9173131918,에버온,에버온
은평 솔하임,EV000702,서울특별시 은평구 통일로 1080 (진관동),37.63944400911,126.9173131918,에버온,에버온
은평 솔하임,EV000702,서울특별시 은평구 통일로 1080 (진관동),37.63944400911,126.9173131918,에버온,에버온
길음뉴타운8단지808동,EV000703,"서울특별시 성북구 길음로 33 (길음동, 길음뉴타운)",37.60727049195,127.016885848,에버온,에버온
상계1차 아이파크,EV000790,"서울특별시 노원구 동일로237길 41 (상계동, 상계1차현대아파트)",37.6726821757,127.0528171088,에버온,에버온
상계1차 아이파크,EV000790,"서울특별시 노원구 동일로237길 41 (상계동, 상계1차현대아파트)",37.6726821757,127.0528171088,에버온,에버온
정릉 대주 피오레아파트,EV000791,"서울특별시 성북구 아리랑로19길 86 (정릉동, 정릉2차 대주피오레)",37.6018798668,127.0085295124,에버온,에버온
송파파인타운12단지,EV000792,"서울특별시 송파구 송파대로8길 42 (장지동, 송파파인타운12단지)",37.478758522,127.1321416958,에버온,에버온
DMC파크뷰자이아파트101동,EV000794,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",37.57444704643,126.9179171604,에버온,에버온
DMC파크뷰자이아파트101동,EV000794,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",37.57444704643,126.9179171604,에버온,에버온
DMC파크뷰자이아파트101동,EV000794,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",37.57444704643,126.9179171604,에버온,에버온
DMC파크뷰자이아파트212동,EV000795,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",37.57392906292,126.9117935392,에버온,에버온
DMC파크뷰자이아파트212동,EV000795,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",37.57392906292,126.9117935392,에버온,에버온
DMC파크뷰자이아파트212동,EV000795,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",37.57392906292,126.9117935392,에버온,에버온
DMC파크뷰자이아파트302동,EV000796,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",37.57287742529,126.921767673,에버온,에버온
DMC파크뷰자이아파트302동,EV000796,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",37.57287742529,126.921767673,에버온,에버온
DMC파크뷰자이아파트302동,EV000796,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",37.57287742529,126.921767673,에버온,에버온
DMC파크뷰자이아파트404동,EV000797,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",37.57571313169,126.9119272797,에버온,에버온
DMC파크뷰자이아파트404동,EV000797,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",37.57571313169,126.9119272797,에버온,에버온
DMC파크뷰자이아파트501동,EV000798,"서울특별시 서대문구 가재울미래로 2 (남가좌동, DMC파크뷰자이)",37.57284131421,126.9216601711,에버온,에버온
브라운스톤돈암아파트1,EV000805,"서울특별시 성북구 북악산로 844 (돈암동, 브라운스톤 돈암 아파트)",37.59805772112,127.0178632733,에버온,에버온
브라운스톤돈암아파트1,EV000805,"서울특별시 성북구 북악산로 844 (돈암동, 브라운스톤 돈암 아파트)",37.59805772112,127.0178632733,에버온,에버온
브라운스톤돈암아파트2,EV000806,"서울특별시 성북구 북악산로 844 (돈암동, 브라운스톤 돈암 아파트)",37.59779202384,127.0172234181,에버온,에버온
브라운스톤돈암아파트2,EV000806,"서울특별시 성북구 북악산로 844 (돈암동, 브라운스톤 돈암 아파트)",37.59779202384,127.0172234181,에버온,에버온
브라운스톤돈암아파트3,EV000807,"서울특별시 성북구 북악산로 844 (돈암동, 브라운스톤 돈암 아파트)",37.59807124027,127.0178349671,에버온,에버온
브라운스톤돈암아파트3,EV000807,"서울특별시 성북구 북악산로 844 (돈암동, 브라운스톤 돈암 아파트)",37.59807124027,127.0178349671,에버온,에버온
브라운스톤돈암아파트3,EV000807,"서울특별시 성북구 북악산로 844 (돈암동, 브라운스톤 돈암 아파트)",37.59807124027,127.0178349671,에버온,에버온
서경대학교1주차장,EV000827,서울특별시 성북구 서경로 124 (정릉동),37.6148717517,127.0127851679,에버온,에버온
서경대학교1주차장,EV000827,서울특별시 성북구 서경로 124 (정릉동),37.6148717517,127.0127851679,에버온,에버온
서경대학교2주차장,EV000828,서울특별시 성북구 서경로 124 (정릉동),37.6148717517,127.0127851679,에버온,에버온
서경대학교2주차장,EV000828,서울특별시 성북구 서경로 124 (정릉동),37.6148717517,127.0127851679,에버온,에버온
서경대학교2주차장,EV000828,서울특별시 성북구 서경로 124 (정릉동),37.6148717517,127.0127851679,에버온,에버온
서경대학교2주차장,EV000828,서울특별시 성북구 서경로 124 (정릉동),37.6148717517,127.0127851679,에버온,에버온
서경대학교2주차장,EV000828,서울특별시 성북구 서경로 124 (정릉동),37.6148717517,127.0127851679,에버온,에버온
상도래미안3차아파트1,EV000835,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",37.49885012834,126.9539223416,에버온,에버온
상도래미안3차아파트1,EV000835,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",37.49885012834,126.9539223416,에버온,에버온
상도래미안3차아파트2,EV000836,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",37.49926465713,126.9540917196,에버온,에버온
상도래미안3차아파트2,EV000836,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",37.49926465713,126.9540917196,에버온,에버온
상도래미안3차아파트3,EV000837,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",37.49972876723,126.9543289228,에버온,에버온
상도래미안3차아파트3,EV000837,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",37.49972876723,126.9543289228,에버온,에버온
상도래미안3차아파트4,EV000838,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",37.50061180313,126.9544584391,에버온,에버온
상도래미안3차아파트4,EV000838,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",37.50061180313,126.9544584391,에버온,에버온
상도래미안3차아파트5,EV000839,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",37.50038880748,126.9544670563,에버온,에버온
상도래미안3차아파트6,EV000840,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",37.50064811588,126.9551708878,에버온,에버온
상도래미안3차아파트7,EV000841,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",37.50064363015,126.9552217812,에버온,에버온
상도래미안3차아파트7,EV000841,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",37.50064363015,126.9552217812,에버온,에버온
상도래미안3차아파트8,EV000842,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",37.49975170818,126.9554173928,에버온,에버온
상도래미안3차아파트8,EV000842,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",37.49975170818,126.9554173928,에버온,에버온
상도래미안3차아파트9,EV000843,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",37.49918403277,126.9553074691,에버온,에버온
상도래미안3차아파트9,EV000843,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",37.49918403277,126.9553074691,에버온,에버온
상도래미안3차아파트10,EV000844,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",37.49863881253,126.9550137664,에버온,에버온
상도래미안3차아파트10,EV000844,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",37.49863881253,126.9550137664,에버온,에버온
상도래미안3차아파트11,EV000845,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",37.49824246862,126.9552741041,에버온,에버온
상도래미안3차아파트11,EV000845,"서울특별시 동작구 상도로53길 8 (상도동, 래미안상도3차아파트)",37.49824246862,126.9552741041,에버온,에버온
반포자이아파트1,EV000857,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50730536213,127.0126785818,에버온,에버온
반포자이아파트1,EV000857,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50730536213,127.0126785818,에버온,에버온
반포자이아파트1,EV000857,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50730536213,127.0126785818,에버온,에버온
반포자이아파트2,EV000858,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50784598677,127.0124750906,에버온,에버온
반포자이아파트2,EV000858,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50784598677,127.0124750906,에버온,에버온
반포자이아파트2,EV000858,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50784598677,127.0124750906,에버온,에버온
반포자이아파트3,EV000859,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50716138585,127.0108237105,에버온,에버온
반포자이아파트3,EV000859,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50716138585,127.0108237105,에버온,에버온
반포자이아파트3,EV000859,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50716138585,127.0108237105,에버온,에버온
반포자이아파트4,EV000860,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50680089634,127.0117397675,에버온,에버온
반포자이아파트4,EV000860,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50680089634,127.0117397675,에버온,에버온
반포자이아파트4,EV000860,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50680089634,127.0117397675,에버온,에버온
반포자이아파트5,EV000861,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50608919496,127.0107670063,에버온,에버온
반포자이아파트5,EV000861,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50608919496,127.0107670063,에버온,에버온
반포자이아파트5,EV000861,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50608919496,127.0107670063,에버온,에버온
반포자이아파트6,EV000862,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50786384777,127.0139001722,에버온,에버온
반포자이아파트6,EV000862,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50786384777,127.0139001722,에버온,에버온
반포자이아파트6,EV000862,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50786384777,127.0139001722,에버온,에버온
반포자이아파트7,EV000863,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50735023591,127.0142280691,에버온,에버온
반포자이아파트7,EV000863,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50735023591,127.0142280691,에버온,에버온
반포자이아파트7,EV000863,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50735023591,127.0142280691,에버온,에버온
반포자이아파트8,EV000864,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50688146762,127.0161393701,에버온,에버온
반포자이아파트8,EV000864,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50688146762,127.0161393701,에버온,에버온
반포자이아파트8,EV000864,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50688146762,127.0161393701,에버온,에버온
반포자이아파트9,EV000865,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50572825398,127.0155962502,에버온,에버온
반포자이아파트9,EV000865,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50572825398,127.0155962502,에버온,에버온
반포자이아파트9,EV000865,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50572825398,127.0155962502,에버온,에버온
반포자이아파트10,EV000866,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.5062146943,127.0163541146,에버온,에버온
반포자이아파트10,EV000866,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.5062146943,127.0163541146,에버온,에버온
반포자이아파트10,EV000866,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.5062146943,127.0163541146,에버온,에버온
반포자이아파트11,EV000867,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50544879402,127.0166819313,에버온,에버온
반포자이아파트11,EV000867,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50544879402,127.0166819313,에버온,에버온
반포자이아파트11,EV000867,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50544879402,127.0166819313,에버온,에버온
반포자이아파트12,EV000869,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50481138839,127.016283123,에버온,에버온
반포자이아파트12,EV000869,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50481138839,127.016283123,에버온,에버온
반포자이아파트12,EV000869,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50481138839,127.016283123,에버온,에버온
반포자이아파트13,EV000870,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.5051606296,127.0155282737,에버온,에버온
반포자이아파트13,EV000870,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.5051606296,127.0155282737,에버온,에버온
반포자이아파트13,EV000870,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.5051606296,127.0155282737,에버온,에버온
반포자이아파트14,EV000871,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50439456448,127.0170549143,에버온,에버온
반포자이아파트14,EV000871,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50439456448,127.0170549143,에버온,에버온
반포자이아파트14,EV000871,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50439456448,127.0170549143,에버온,에버온
반포자이아파트15,EV000872,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50778252601,127.0157437093,에버온,에버온
반포자이아파트15,EV000872,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50778252601,127.0157437093,에버온,에버온
반포자이아파트15,EV000872,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50778252601,127.0157437093,에버온,에버온
반포자이아파트16,EV000873,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50817909661,127.0147484954,에버온,에버온
반포자이아파트16,EV000873,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50817909661,127.0147484954,에버온,에버온
반포자이아파트16,EV000873,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50817909661,127.0147484954,에버온,에버온
반포자이아파트17,EV000874,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50828713125,127.0154214743,에버온,에버온
반포자이아파트17,EV000874,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50828713125,127.0154214743,에버온,에버온
반포자이아파트17,EV000874,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50828713125,127.0154214743,에버온,에버온
반포자이아파트18,EV000875,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50723325847,127.0128934606,에버온,에버온
반포자이아파트18,EV000875,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50723325847,127.0128934606,에버온,에버온
반포자이아파트18,EV000875,"서울특별시 서초구 신반포로 270 (반포동, 반포자이아파트)",37.50723325847,127.0128934606,에버온,에버온
정릉 스카이쌍용아파트1,EV000879,"서울특별시 성북구 북악산로 828 (정릉동, 정릉스카이쌍용아파트)",37.59928768539,127.0171105232,에버온,에버온
정릉 스카이쌍용아파트1,EV000879,"서울특별시 성북구 북악산로 828 (정릉동, 정릉스카이쌍용아파트)",37.59928768539,127.0171105232,에버온,에버온
정릉 스카이쌍용아파트2,EV000880,"서울특별시 성북구 북악산로 828 (정릉동, 정릉스카이쌍용아파트)",37.6001888663,127.015745042,에버온,에버온
정릉 스카이쌍용아파트2,EV000880,"서울특별시 성북구 북악산로 828 (정릉동, 정릉스카이쌍용아파트)",37.6001888663,127.015745042,에버온,에버온
압구정 대원칸타빌아파트,EV000923,"서울특별시 강남구 압구정로48길 15 (신사동, 압구정대원칸타빌아파트)",37.52736107776,127.0370362322,에버온,에버온
롯데캐슬비엔아파트,EV000924,"서울특별시 동작구 양녕로 170 (상도동, 상도동 롯데캐슬비엔)",37.49617849052,126.943220597,에버온,에버온
삼익삼환방화아파트1,EV000926,"서울특별시 강서구 방화대로47가길 22 (방화동, 방화4단지아파트)",37.57742267778,126.8146129388,에버온,에버온
삼익삼환방화아파트1,EV000926,"서울특별시 강서구 방화대로47가길 22 (방화동, 방화4단지아파트)",37.57742267778,126.8146129388,에버온,에버온
삼익삼환방화아파트2,EV000927,"서울특별시 강서구 방화대로47가길 22 (방화동, 방화4단지아파트)",37.57674340028,126.8137995438,에버온,에버온
삼익삼환방화아파트2,EV000927,"서울특별시 강서구 방화대로47가길 22 (방화동, 방화4단지아파트)",37.57674340028,126.8137995438,에버온,에버온
삼익삼환방화아파트2,EV000927,"서울특별시 강서구 방화대로47가길 22 (방화동, 방화4단지아파트)",37.57674340028,126.8137995438,에버온,에버온
삼익삼환방화아파트3,EV000928,"서울특별시 강서구 방화대로47가길 22 (방화동, 방화4단지아파트)",37.57730684,126.814001912,에버온,에버온
삼익삼환방화아파트3,EV000928,"서울특별시 강서구 방화대로47가길 22 (방화동, 방화4단지아파트)",37.57730684,126.814001912,에버온,에버온
삼익삼환방화아파트4,EV000929,"서울특별시 강서구 방화대로47가길 22 (방화동, 방화4단지아파트)",37.57648250928,126.8154869484,에버온,에버온
삼익삼환방화아파트4,EV000929,"서울특별시 강서구 방화대로47가길 22 (방화동, 방화4단지아파트)",37.57648250928,126.8154869484,에버온,에버온
장안현대홈타운1,EV000930,"서울특별시 동대문구 장안벚꽃로 107 (장안동, 장안현대홈타운)",37.56979378906,127.0747257151,에버온,에버온
장안현대홈타운1,EV000930,"서울특별시 동대문구 장안벚꽃로 107 (장안동, 장안현대홈타운)",37.56979378906,127.0747257151,에버온,에버온
장안현대홈타운1,EV000930,"서울특별시 동대문구 장안벚꽃로 107 (장안동, 장안현대홈타운)",37.56979378906,127.0747257151,에버온,에버온
장안현대홈타운1,EV000930,"서울특별시 동대문구 장안벚꽃로 107 (장안동, 장안현대홈타운)",37.56979378906,127.0747257151,에버온,에버온
장안현대홈타운1,EV000930,"서울특별시 동대문구 장안벚꽃로 107 (장안동, 장안현대홈타운)",37.56979378906,127.0747257151,에버온,에버온
장안현대홈타운1,EV000930,"서울특별시 동대문구 장안벚꽃로 107 (장안동, 장안현대홈타운)",37.56979378906,127.0747257151,에버온,에버온
장안현대홈타운2,EV000931,"서울특별시 동대문구 장안벚꽃로 107 (장안동, 장안현대홈타운)",37.57091033677,127.0758021995,에버온,에버온
장안현대홈타운2,EV000931,"서울특별시 동대문구 장안벚꽃로 107 (장안동, 장안현대홈타운)",37.57091033677,127.0758021995,에버온,에버온
장안현대홈타운3,EV000932,"서울특별시 동대문구 장안벚꽃로 107 (장안동, 장안현대홈타운)",37.5708569591,127.0747324371,에버온,에버온
장안현대홈타운3,EV000932,"서울특별시 동대문구 장안벚꽃로 107 (장안동, 장안현대홈타운)",37.5708569591,127.0747324371,에버온,에버온
장안현대홈타운4,EV000933,"서울특별시 동대문구 장안벚꽃로 107 (장안동, 장안현대홈타운)",37.56970399311,127.0742445471,에버온,에버온
장안현대홈타운4,EV000933,"서울특별시 동대문구 장안벚꽃로 107 (장안동, 장안현대홈타운)",37.56970399311,127.0742445471,에버온,에버온
장안현대홈타운5,EV000934,"서울특별시 동대문구 장안벚꽃로 107 (장안동, 장안현대홈타운)",37.56917717383,127.073825206,에버온,에버온
장안현대홈타운5,EV000934,"서울특별시 동대문구 장안벚꽃로 107 (장안동, 장안현대홈타운)",37.56917717383,127.073825206,에버온,에버온
