행정동코드,시간대구분,남자25세부터64세생활인구수,여자25세부터64세생활인구수,행정동
11110515,7시~9시,0.08784243925718449,0.10536535322585619,청운효자동
11110530,7시~9시,0.19670691595354206,0.23163710073190788,사직동
11110540,7시~9시,0.016941656448548323,0.0005031568198566594,삼청동
11110550,7시~9시,0.05735923099593401,0.09019737765333027,부암동
11110560,7시~9시,0.08778806884785767,0.13915242394156768,평창동
11110570,7시~9시,0.009373159253997503,0.021044329805894435,무악동
11110580,7시~9시,0.02181343802843863,0.021232897408629867,교남동
11110600,7시~9시,0.03800886817552235,0.016886690190792863,가회동
11110615,7시~9시,0.5772137772012721,0.4695729675284098,종로1.2.3.4가동
11110630,7시~9시,0.1384150853850039,0.10589651890658025,종로5.6가동
11110640,7시~9시,0.1639280946634986,0.21670576860451715,이화동
11110650,7시~9시,0.12480720881950809,0.17416598387453375,혜화동
11110670,7시~9시,0.04203532602675322,0.04966652698710704,창신제1동
11110680,7시~9시,0.029877474322506876,0.04488077301114768,창신제2동
11110690,7시~9시,0.0,0.0,창신제3동
11110700,7시~9시,0.025843157956253478,0.03464982969144695,숭인제1동
11110710,7시~9시,0.07649193357586564,0.09200619894747741,숭인제2동
11140520,7시~9시,0.30170783111782207,0.28320591195139755,소공동
11140540,7시~9시,0.2222441499035268,0.22991325189597803,회현동
11140550,7시~9시,0.35093350144980107,0.31134263228624925,명동
11140570,7시~9시,0.075858881905758,0.05183183865667504,필동
11140580,7시~9시,0.07084470470618745,0.062414890491468866,장충동
11140590,7시~9시,0.17664015144758544,0.1730360085326515,광희동
11140605,7시~9시,0.18419974773449777,0.1166173177701606,을지로동
11140615,7시~9시,0.1594733856346498,0.21393136635025903,신당동
11140625,7시~9시,0.07431214190243607,0.10026526951356227,다산동
11140635,7시~9시,0.06828893427941289,0.10590827826411994,약수동
11140645,7시~9시,0.04402757883809218,0.06995486737890866,청구동
11140650,7시~9시,0.04218816467177827,0.06261349270988706,신당제5동
11140665,7시~9시,0.032555049114288304,0.04661969432886229,동화동
11140670,7시~9시,0.06807451986769177,0.09017737193900055,황학동
11140680,7시~9시,0.05424396430272793,0.057255854329089764,중림동
11170510,7시~9시,0.07467115463256005,0.10042543541495297,후암동
11170520,7시~9시,0.056662223289623254,0.06860708501236654,용산2가동
11170530,7시~9시,0.1262257395455018,0.11490928796943237,남영동
11170555,7시~9시,0.11856824133702552,0.16503495508995814,청파동
11170560,7시~9시,0.15054055657491244,0.19356848529303594,원효로제1동
11170570,7시~9시,0.07356869862481179,0.08589952186618272,원효로제2동
11170580,7시~9시,0.03444621739679615,0.056595727479899924,효창동
11170590,7시~9시,0.026884644922066644,0.0469230835165937,용문동
11170625,7시~9시,0.39227357028289883,0.4222568866982461,한강로동
11170630,7시~9시,0.15683625580911037,0.24004446870862037,이촌제1동
11170640,7시~9시,0.03020077531627481,0.02657613167119703,이촌제2동
11170650,7시~9시,0.060813345565531834,0.06575565716798747,이태원제1동
11170660,7시~9시,0.05797374286520732,0.0713380538087407,이태원제2동
11170685,7시~9시,0.23037746896404304,0.29049969475305304,한남동
11170690,7시~9시,0.09726504902498924,0.1238639141635583,서빙고동
11170700,7시~9시,0.05691800277135248,0.05915475592063553,보광동
11200520,7시~9시,0.05817213596272773,0.10279335071317666,왕십리제2동
11200535,7시~9시,0.170581147284883,0.2676974949781483,왕십리도선동
11200540,7시~9시,0.14753204986679552,0.171078732306932,마장동
11200550,7시~9시,0.12018846927007505,0.1365495739955941,사근동
11200560,7시~9시,0.0956547786981463,0.12365778944779532,행당제1동
11200570,7시~9시,0.0888179809958009,0.15235067166687566,행당제2동
11200580,7시~9시,0.03443149391756928,0.061601178699253675,응봉동
11200590,7시~9시,0.06973108924478812,0.13224331292864128,금호1가동
11200615,7시~9시,0.08899398522942273,0.1514175739319801,금호2.3가동
11200620,7시~9시,0.052765022884794996,0.0810746575361482,금호4가동
11200645,7시~9시,0.16247850433939315,0.2655335460228957,옥수동
11200650,7시~9시,0.12950025104966856,0.14096637404073525,성수1가제1동
11200660,7시~9시,0.1554181468874719,0.1676961824742458,성수1가제2동
11200670,7시~9시,0.14913393053942547,0.14130201863359443,성수2가제1동
11200690,7시~9시,0.32057300691556934,0.3059838187424667,성수2가제3동
11200720,7시~9시,0.07151498545303835,0.06089967852224623,송정동
11200790,7시~9시,0.1438305249939804,0.14861387708596943,용답동
11215710,7시~9시,0.20835594309759853,0.2531046677644331,화양동
11215730,7시~9시,0.1147501750671815,0.1371027755881479,군자동
11215740,7시~9시,0.08977361147949252,0.12020872997459592,중곡제1동
11215750,7시~9시,0.09065504881393709,0.13974395389175187,중곡제2동
11215760,7시~9시,0.07075458018342365,0.09987106922384903,중곡제3동
11215770,7시~9시,0.12582400513800573,0.20236471115069202,중곡제4동
11215780,7시~9시,0.0797576148418297,0.10879514603869833,능동
11215810,7시~9시,0.17924596298800655,0.30050360294877965,광장동
11215820,7시~9시,0.14199667601502375,0.21097333138873084,자양제1동
11215830,7시~9시,0.11602271731478932,0.1703179082942951,자양제2동
11215840,7시~9시,0.11406250897540245,0.1803178081998587,자양제3동
11215847,7시~9시,0.15474297434081113,0.19363875215534576,자양제4동
11215850,7시~9시,0.13929477889273678,0.2077263430184004,구의제1동
11215860,7시~9시,0.09761803572929141,0.16267057607336868,구의제2동
11215870,7시~9시,0.168948903114231,0.2553268607657032,구의제3동
11230536,7시~9시,0.2943502973559333,0.34351510314191125,용신동
11230545,7시~9시,0.20144207053076224,0.21386985655692345,제기동
11230560,7시~9시,0.1876747468307831,0.2327525947764921,전농제1동
11230570,7시~9시,0.06975417017754573,0.10069465693697588,전농제2동
11230600,7시~9시,0.12485791924031024,0.18246136534980473,답십리제1동
11230610,7시~9시,0.12104230619541186,0.17471446097995572,답십리제2동
11230650,7시~9시,0.24977925285710495,0.3127381508029521,장안제1동
11230660,7시~9시,0.14196991358565214,0.20620993602896756,장안제2동
11230705,7시~9시,0.09383082496422801,0.10902317542600892,청량리동
11230710,7시~9시,0.08431723202157682,0.12436295776623882,회기동
11230720,7시~9시,0.08047764952632006,0.10316462604819357,휘경제1동
11230730,7시~9시,0.09222293114604914,0.12465896958718367,휘경제2동
11230740,7시~9시,0.1054550996897367,0.11832160198953462,이문제1동
11230750,7시~9시,0.06095542289007258,0.08982709077773174,이문제2동
11260520,7시~9시,0.10208452423469665,0.14689978695136977,면목제2동
11260540,7시~9시,0.07751650404851478,0.11233625030513975,면목제4동
11260550,7시~9시,0.042540425607118196,0.05408586295317183,면목제5동
11260565,7시~9시,0.1527228510770866,0.2318511476980247,면목본동
11260570,7시~9시,0.09620359419496026,0.14654865365754483,면목제7동
11260575,7시~9시,0.09603578002048353,0.14414519552369792,면목제3.8동
11260580,7시~9시,0.08394661979458688,0.14404824870212204,상봉제1동
11260590,7시~9시,0.14118520611710356,0.20855306002155818,상봉제2동
11260600,7시~9시,0.0664896543058875,0.11352640148478232,중화제1동
11260610,7시~9시,0.13671857017681932,0.19195832960391795,중화제2동
11260620,7시~9시,0.12567707492486113,0.20639992881965322,묵제1동
11260630,7시~9시,0.08846862896192985,0.1317310706945574,묵제2동
11260655,7시~9시,0.20105080948116177,0.3005472431956997,망우본동
11260660,7시~9시,0.04692998420026334,0.07076787940772039,망우제3동
11260680,7시~9시,0.18519531647843007,0.27444658890475204,신내1동
11260690,7시~9시,0.07515349454956842,0.13428172114694506,신내2동
11290525,7시~9시,0.10343749282328842,0.16055555007170447,성북동
11290555,7시~9시,0.12013503036994679,0.1859951323877919,삼선동
11290575,7시~9시,0.1037884120471524,0.16559557953506102,동선동
11290580,7시~9시,0.045496656130119245,0.07638088069539699,돈암제1동
11290590,7시~9시,0.04758281964992375,0.09481881119856447,돈암제2동
11290600,7시~9시,0.13094005981435014,0.15145889094874984,안암동
11290610,7시~9시,0.07157468686964699,0.11270557376294416,보문동
11290620,7시~9시,0.04472161783815573,0.07941378884120354,정릉제1동
11290630,7시~9시,0.08802742045104836,0.14066144968406666,정릉제2동
11290640,7시~9시,0.0638878073576956,0.06459413534674595,정릉제3동
11290650,7시~9시,0.07197834636174041,0.12250016769646874,정릉제4동
11290660,7시~9시,0.13863976837303083,0.2599777707805271,길음제1동
11290685,7시~9시,0.06538661251611182,0.10208048229097402,길음제2동
11290705,7시~9시,0.20814152258987034,0.30215681216739165,종암동
11290715,7시~9시,0.09222185497958767,0.15806736692870935,월곡제1동
11290725,7시~9시,0.11327907997225704,0.16326765509093322,월곡제2동
11290760,7시~9시,0.09165466906735989,0.1552528540248776,장위제1동
11290770,7시~9시,0.04426216306884158,0.06612869633979243,장위제2동
11290780,7시~9시,0.01808654966153559,0.02496521224515165,장위제3동
11290810,7시~9시,0.14723949509213413,0.2044366420172474,석관동
11305534,7시~9시,0.10706858037542676,0.16142036259103734,삼양동
11305535,7시~9시,0.11271317889182687,0.15624053653326275,미아동
11305545,7시~9시,0.16703075097964587,0.2677833518165338,송중동
11305555,7시~9시,0.12370072018022672,0.19634278927196208,송천동
11305575,7시~9시,0.08569744410789892,0.15832111657460757,삼각산동
11305590,7시~9시,0.096583687335158,0.12935583561223973,
11305600,7시~9시,0.05057322645293737,0.07805384286444603,
11305606,7시~9시,0.05305289958860135,0.09077483799312436,
11305610,7시~9시,0.08266755140277672,0.12491734241249791,
11305620,7시~9시,0.07721886294259443,0.12297028577789515,
11305630,7시~9시,0.15977767301052342,0.2189332016960456,
11305645,7시~9시,0.08361988097242028,0.11887304290810985,우이동
11305660,7시~9시,0.139125788434716,0.21997082124597458,인수동
11320511,7시~9시,0.1097011890039689,0.17701147590842986,창제1동
11320512,7시~9시,0.13245577212527454,0.20339125160792879,창제2동
11320513,7시~9시,0.03301322153445281,0.04784319015906652,창제3동
11320514,7시~9시,0.15955204474812096,0.25503552801134055,창제4동
11320515,7시~9시,0.0894243911242887,0.15012073884739596,창제5동
11320521,7시~9시,0.0822189089588441,0.10630393660891505,도봉제1동
11320522,7시~9시,0.09765894197645016,0.1468953521710471,도봉제2동
11320660,7시~9시,0.0643131944689929,0.1086283212825363,쌍문제1동
11320670,7시~9시,0.07400585186535995,0.12476992863209427,쌍문제2동
11320680,7시~9시,0.07004088352724237,0.10764139439211451,쌍문제3동
11320681,7시~9시,0.03886326576143832,0.08719315449224063,쌍문제4동
11320690,7시~9시,0.11799576716330669,0.16721688099671664,방학제1동
11320700,7시~9시,0.0436644486731118,0.05914035320447544,방학제2동
11320710,7시~9시,0.08329218635534992,0.14471486048417873,방학제3동
11350560,7시~9시,0.11276603574619011,0.14708116662981305,월계1동
11350570,7시~9시,0.08369833166636181,0.13042617373952292,월계2동
11350580,7시~9시,0.12480736232581342,0.19636001820276827,월계3동
11350595,7시~9시,0.22926533935518845,0.33367802191957396,공릉1동
11350600,7시~9시,0.21618858853451917,0.31138749021474543,공릉2동
11350611,7시~9시,0.12277882952211115,0.199270337947368,하계1동
11350612,7시~9시,0.04565508997550366,0.08880500776218297,하계2동
11350619,7시~9시,0.06693698856638268,0.13781494222535776,중계본동
11350621,7시~9시,0.08670554732377081,0.17385536287445555,중계1동
11350624,7시~9시,0.055019671090684744,0.09824723239557664,중계4동
11350625,7시~9시,0.144783430513382,0.2573707208520626,중계2.3동
11350630,7시~9시,0.18161022098851537,0.3012552548796935,상계1동
11350640,7시~9시,0.1267134967725364,0.2059734906343851,상계2동
11350665,7시~9시,0.09212661138410792,0.14462230250067515,상계3.4동
11350670,7시~9시,0.07962145794453795,0.12858414242614963,상계5동
11350695,7시~9시,0.24208838852303005,0.43412660642480116,상계6.7동
11350700,7시~9시,0.05750806375319843,0.12012680225832226,상계8동
11350710,7시~9시,0.061453295555817536,0.1230556681296747,상계9동
11350720,7시~9시,0.052085905361282325,0.09835587310127908,상계10동
11380510,7시~9시,0.1787188499152063,0.30465970273224574,녹번동
11380520,7시~9시,0.15335308459757152,0.2659612425497724,불광제1동
11380530,7시~9시,0.10123214848290847,0.16052339978922756,불광제2동
11380551,7시~9시,0.12007139616850022,0.18858740400834154,갈현제1동
11380552,7시~9시,0.09610213102543645,0.17118817718135063,갈현제2동
11380560,7시~9시,0.11143848706433186,0.19458954796022326,구산동
11380570,7시~9시,0.17739380504531954,0.29153615032395164,대조동
11380580,7시~9시,0.13100431698838289,0.2323425136952804,응암제1동
11380590,7시~9시,0.0657172079967708,0.11962320108006383,응암제2동
11380600,7시~9시,0.11606535713851897,0.17825572139787838,응암제3동
11380625,7시~9시,0.21671173362295737,0.37044078999552355,역촌동
11380631,7시~9시,0.11105052213554799,0.18599492393583525,신사제1동
11380632,7시~9시,0.05857538576873779,0.09612227598790452,신사제2동
11380640,7시~9시,0.05248302386244655,0.07137618838724097,증산동
11380650,7시~9시,0.07650971626737899,0.07241313650862505,수색동
11380690,7시~9시,0.32397981556137073,0.5564484402281711,진관동
11410520,7시~9시,0.07506489326655352,0.11537793055141643,천연동
11410555,7시~9시,0.29110102629500356,0.3530683949426445,북아현동
11410565,7시~9시,0.30010084951301286,0.37440413005187734,충현동
11410585,7시~9시,0.30200690235190036,0.47550729628427413,신촌동
11410615,7시~9시,0.23476856623359993,0.33080299909402355,연희동
11410620,7시~9시,0.11265202075077145,0.17762337764366404,홍제제1동
11410640,7시~9시,0.06100385180651331,0.09142786580274498,홍제제3동
11410655,7시~9시,0.02316240225327161,0.036047876336172166,홍제제2동
11410660,7시~9시,0.053262641681345285,0.08802750152825889,홍은제1동
11410685,7시~9시,0.1249805327765043,0.19055016154558901,홍은제2동
11410690,7시~9시,0.05143370239692875,0.08675747255664307,남가좌제1동
11410700,7시~9시,0.08872607068711595,0.13869362128316085,남가좌제2동
11410710,7시~9시,0.04911859092103943,0.08643522464574005,북가좌제1동
11410720,7시~9시,0.17966117306142587,0.2833124862340215,북가좌제2동
11440555,7시~9시,0.1646625648154657,0.24459065344521533,아현동
11440565,7시~9시,0.24721669231427662,0.37010905231989844,공덕동
11440585,7시~9시,0.11247658052070046,0.16643079878910455,도화동
11440590,7시~9시,0.18138431088411194,0.2474971230401168,용강동
11440600,7시~9시,0.1135648579781701,0.1507677341036968,대흥동
11440610,7시~9시,0.058151816693205266,0.09118859370442223,염리동
11440630,7시~9시,0.09331505031696168,0.13689266038525186,신수동
11440655,7시~9시,0.1450796711845977,0.19916169554613897,서강동
11440660,7시~9시,0.3961094555744913,0.5323634252544934,서교동
11440680,7시~9시,0.13989314199701786,0.20092229273712525,합정동
11440690,7시~9시,0.09923276744835326,0.15369952371508283,망원제1동
11440700,7시~9시,0.08629979613927584,0.13418207410139435,망원제2동
11440710,7시~9시,0.1043827282876904,0.14952699819133827,연남동
11440720,7시~9시,0.1246764343768476,0.1810438851983806,성산제1동
11440730,7시~9시,0.20418246465008694,0.3277355014876534,성산제2동
11440740,7시~9시,0.39261965018669037,0.4282389687225687,상암동
11470510,7시~9시,0.24824945717226932,0.35929065353092726,목1동
11470520,7시~9시,0.11495803386247287,0.1951275424722632,목2동
11470530,7시~9시,0.0848630987224891,0.14225804246440632,목3동
11470540,7시~9시,0.06642717625641342,0.12033808395093268,목4동
11470550,7시~9시,0.1651882014009579,0.30317134871997875,목5동
11470560,7시~9시,0.072299059551376,0.09322621337241871,신월1동
11470570,7시~9시,0.059555309897288994,0.09291804341911372,신월2동
11470580,7시~9시,0.06530370030704795,0.07925886645373101,신월3동
11470590,7시~9시,0.03619405751803684,0.06435868724788399,신월4동
11470600,7시~9시,0.028145560781551775,0.04270974943843028,신월5동
11470610,7시~9시,0.003076296591947719,0.0047357631340514406,신월6동
11470611,7시~9시,0.06437189326451494,0.08902033357925948,신월7동
11470620,7시~9시,0.06955510814157995,0.12397462840050888,신정1동
11470630,7시~9시,0.0375918373133029,0.06601854648496526,신정2동
11470640,7시~9시,0.19578828289832806,0.3302122968868969,신정3동
11470650,7시~9시,0.1803941886520457,0.25808405159872816,신정4동
11470670,7시~9시,0.0770358786580555,0.14666883750853554,신정6동
11470680,7시~9시,0.08721749608754772,0.15870876906654363,신정7동
11500510,7시~9시,0.19943814750396,0.28480692607827174,염창동
11500520,7시~9시,0.13959448831483823,0.20117447004292574,등촌제1동
11500530,7시~9시,0.06994290415197632,0.12405506375989259,등촌제2동
11500535,7시~9시,0.23574594323903336,0.3362786937007427,등촌제3동
11500540,7시~9시,0.28094561400185614,0.4197328151582581,화곡제1동
11500550,7시~9시,0.0543950252488732,0.08434771775859776,화곡제2동
11500560,7시~9시,0.07610757251792911,0.12872460226493587,화곡제3동
11500570,7시~9시,0.07338437663544674,0.12391316507112426,화곡제4동
11500590,7시~9시,0.15638376860373127,0.24647565445733352,화곡본동
11500591,7시~9시,0.11590566365652703,0.17084017021038506,화곡제6동
11500593,7시~9시,0.13538558982982152,0.21525553951929113,화곡제8동
11500603,7시~9시,0.45049299174288315,0.4587161515296919,가양제1동
11500604,7시~9시,0.0773400149365298,0.10637489250716173,가양제2동
