`regist_ym`|`fuel_knd_nm`|`vhcle_knd_ty`|`vhcle_prpos_se`|`cnt`|`ldadng_dt`
`201705`|`휘발유`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`경유`|`승용`|`비사업용`|`702566`|`2017-11-21 16:24:43`
`201705`|`경유`|`승용`|`사업용`|`9992`|`2017-11-21 16:24:43`
`201705`|`경유`|`승합`|`비사업용`|`91694`|`2017-11-21 16:24:43`
`201705`|`경유`|`승합`|`사업용`|`7482`|`2017-11-21 16:24:43`
`201705`|`경유`|`화물`|`비사업용`|`255254`|`2017-11-21 16:24:43`
`201705`|`경유`|`화물`|`사업용`|`48395`|`2017-11-21 16:24:43`
`201705`|`경유`|`특수`|`비사업용`|`2388`|`2017-11-21 16:24:43`
`201705`|`경유`|`특수`|`사업용`|`4763`|`2017-11-21 16:24:43`
`201705`|`엘피지`|`승용`|`비사업용`|`169299`|`2017-11-21 16:24:43`
`201705`|`엘피지`|`승용`|`사업용`|`87044`|`2017-11-21 16:24:43`
`201705`|`엘피지`|`승합`|`비사업용`|`21533`|`2017-11-21 16:24:43`
`201705`|`엘피지`|`승합`|`사업용`|`63`|`2017-11-21 16:24:43`
`201705`|`엘피지`|`화물`|`비사업용`|`27070`|`2017-11-21 16:24:43`
`201705`|`엘피지`|`화물`|`사업용`|`6372`|`2017-11-21 16:24:43`
`201705`|`엘피지`|`특수`|`비사업용`|`25`|`2017-11-21 16:24:43`
`201705`|`엘피지`|`특수`|`사업용`|`61`|`2017-11-21 16:24:43`
`201705`|`등유`|`승용`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`등유`|`승용`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`등유`|`승합`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`등유`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`등유`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`등유`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`등유`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`등유`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`전기`|`승용`|`비사업용`|`1188`|`2017-11-21 16:24:43`
`201705`|`전기`|`승용`|`사업용`|`727`|`2017-11-21 16:24:43`
`201705`|`전기`|`승합`|`비사업용`|`1`|`2017-11-21 16:24:43`
`201705`|`전기`|`승합`|`사업용`|`9`|`2017-11-21 16:24:43`
`201705`|`전기`|`화물`|`비사업용`|`7`|`2017-11-21 16:24:43`
`201705`|`전기`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`전기`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`전기`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`알코올`|`승용`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`알코올`|`승용`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`알코올`|`승합`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`알코올`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`알코올`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`알코올`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`알코올`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`알코올`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`태양열`|`승용`|`비사업용`|`2`|`2017-11-21 16:24:43`
`201705`|`태양열`|`승용`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`태양열`|`승합`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`태양열`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`태양열`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`태양열`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`태양열`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`태양열`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`CNG`|`승용`|`비사업용`|`573`|`2017-11-21 16:24:43`
`201705`|`CNG`|`승용`|`사업용`|`82`|`2017-11-21 16:24:43`
`201705`|`CNG`|`승합`|`비사업용`|`53`|`2017-11-21 16:24:43`
`201705`|`CNG`|`승합`|`사업용`|`8652`|`2017-11-21 16:24:43`
`201705`|`CNG`|`화물`|`비사업용`|`456`|`2017-11-21 16:24:43`
`201705`|`CNG`|`화물`|`사업용`|`3`|`2017-11-21 16:24:43`
`201705`|`CNG`|`특수`|`비사업용`|`3`|`2017-11-21 16:24:43`
`201705`|`CNG`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`LNG`|`승용`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`LNG`|`승용`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`LNG`|`승합`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`LNG`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`LNG`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`LNG`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`LNG`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`LNG`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(휘발유+전기)`|`승용`|`비사업용`|`44480`|`2017-11-21 16:24:43`
`201705`|`하이브리드(휘발유+전기)`|`승용`|`사업용`|`3020`|`2017-11-21 16:24:43`
`201705`|`하이브리드(휘발유+전기)`|`승합`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(휘발유+전기)`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(휘발유+전기)`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(휘발유+전기)`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(휘발유+전기)`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(휘발유+전기)`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(경유+전기)`|`승용`|`비사업용`|`21`|`2017-11-21 16:24:43`
`201705`|`하이브리드(경유+전기)`|`승용`|`사업용`|`2`|`2017-11-21 16:24:43`
`201705`|`하이브리드(경유+전기)`|`승합`|`비사업용`|`1`|`2017-11-21 16:24:43`
`201705`|`하이브리드(경유+전기)`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(경유+전기)`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(경유+전기)`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(경유+전기)`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(경유+전기)`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(LPG+전기)`|`승용`|`비사업용`|`2115`|`2017-11-21 16:24:43`
`201705`|`하이브리드(LPG+전기)`|`승용`|`사업용`|`3`|`2017-11-21 16:24:43`
`201705`|`하이브리드(LPG+전기)`|`승합`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(LPG+전기)`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(LPG+전기)`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(LPG+전기)`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(LPG+전기)`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(LPG+전기)`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(CNG+전기)`|`승용`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(CNG+전기)`|`승용`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(CNG+전기)`|`승합`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(CNG+전기)`|`승합`|`사업용`|`51`|`2017-11-21 16:24:43`
`201705`|`하이브리드(CNG+전기)`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(CNG+전기)`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(CNG+전기)`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(CNG+전기)`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(LNG+전기)`|`승용`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(LNG+전기)`|`승용`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(LNG+전기)`|`승합`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(LNG+전기)`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(LNG+전기)`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(LNG+전기)`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(LNG+전기)`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`하이브리드(LNG+전기)`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`수소`|`승용`|`비사업용`|`13`|`2017-11-21 16:24:43`
`201705`|`수소`|`승용`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`수소`|`승합`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`수소`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`수소`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`수소`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`수소`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`수소`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`기타연료`|`승용`|`비사업용`|`442`|`2017-11-21 16:24:43`
`201705`|`기타연료`|`승용`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`기타연료`|`승합`|`비사업용`|`842`|`2017-11-21 16:24:43`
`201705`|`기타연료`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201705`|`기타연료`|`화물`|`비사업용`|`2410`|`2017-11-21 16:24:43`
`201705`|`기타연료`|`화물`|`사업용`|`1133`|`2017-11-21 16:24:43`
`201705`|`기타연료`|`특수`|`비사업용`|`116`|`2017-11-21 16:24:43`
`201705`|`기타연료`|`특수`|`사업용`|`4`|`2017-11-21 16:24:43`
`201706`|`휘발유`|`승용`|`비사업용`|`1582658`|`2017-11-21 16:24:43`
`201706`|`휘발유`|`승용`|`사업용`|`18789`|`2017-11-21 16:24:43`
`201706`|`휘발유`|`승합`|`비사업용`|`1096`|`2017-11-21 16:24:43`
`201706`|`휘발유`|`승합`|`사업용`|`50`|`2017-11-21 16:24:43`
`201706`|`휘발유`|`화물`|`비사업용`|`1680`|`2017-11-21 16:24:43`
`201706`|`휘발유`|`화물`|`사업용`|`2`|`2017-11-21 16:24:43`
`201706`|`휘발유`|`특수`|`비사업용`|`18`|`2017-11-21 16:24:43`
`201706`|`휘발유`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`경유`|`승용`|`비사업용`|`704993`|`2017-11-21 16:24:43`
`201706`|`경유`|`승용`|`사업용`|`10211`|`2017-11-21 16:24:43`
`201706`|`경유`|`승합`|`비사업용`|`91457`|`2017-11-21 16:24:43`
`201706`|`경유`|`승합`|`사업용`|`7418`|`2017-11-21 16:24:43`
`201706`|`경유`|`화물`|`비사업용`|`255300`|`2017-11-21 16:24:43`
`201706`|`경유`|`화물`|`사업용`|`48322`|`2017-11-21 16:24:43`
`201706`|`경유`|`특수`|`비사업용`|`2417`|`2017-11-21 16:24:43`
`201706`|`경유`|`특수`|`사업용`|`4772`|`2017-11-21 16:24:43`
`201706`|`엘피지`|`승용`|`비사업용`|`168846`|`2017-11-21 16:24:43`
`201706`|`엘피지`|`승용`|`사업용`|`86914`|`2017-11-21 16:24:43`
`201706`|`엘피지`|`승합`|`비사업용`|`21241`|`2017-11-21 16:24:43`
`201706`|`엘피지`|`승합`|`사업용`|`65`|`2017-11-21 16:24:43`
`201706`|`엘피지`|`화물`|`비사업용`|`26846`|`2017-11-21 16:24:43`
`201706`|`엘피지`|`화물`|`사업용`|`6327`|`2017-11-21 16:24:43`
`201706`|`엘피지`|`특수`|`비사업용`|`24`|`2017-11-21 16:24:43`
`201706`|`엘피지`|`특수`|`사업용`|`60`|`2017-11-21 16:24:43`
`201706`|`등유`|`승용`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`등유`|`승용`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`등유`|`승합`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`등유`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`등유`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`등유`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`등유`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`등유`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`전기`|`승용`|`비사업용`|`1366`|`2017-11-21 16:24:43`
`201706`|`전기`|`승용`|`사업용`|`943`|`2017-11-21 16:24:43`
`201706`|`전기`|`승합`|`비사업용`|`1`|`2017-11-21 16:24:43`
`201706`|`전기`|`승합`|`사업용`|`9`|`2017-11-21 16:24:43`
`201706`|`전기`|`화물`|`비사업용`|`8`|`2017-11-21 16:24:43`
`201706`|`전기`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`전기`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`전기`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`알코올`|`승용`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`알코올`|`승용`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`알코올`|`승합`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`알코올`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`알코올`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`알코올`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`알코올`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`알코올`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`태양열`|`승용`|`비사업용`|`2`|`2017-11-21 16:24:43`
`201706`|`태양열`|`승용`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`태양열`|`승합`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`태양열`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`태양열`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`태양열`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`태양열`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`태양열`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`CNG`|`승용`|`비사업용`|`568`|`2017-11-21 16:24:43`
`201706`|`CNG`|`승용`|`사업용`|`75`|`2017-11-21 16:24:43`
`201706`|`CNG`|`승합`|`비사업용`|`57`|`2017-11-21 16:24:43`
`201706`|`CNG`|`승합`|`사업용`|`8649`|`2017-11-21 16:24:43`
`201706`|`CNG`|`화물`|`비사업용`|`455`|`2017-11-21 16:24:43`
`201706`|`CNG`|`화물`|`사업용`|`3`|`2017-11-21 16:24:43`
`201706`|`CNG`|`특수`|`비사업용`|`3`|`2017-11-21 16:24:43`
`201706`|`CNG`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`LNG`|`승용`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`LNG`|`승용`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`LNG`|`승합`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`LNG`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`LNG`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`LNG`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`LNG`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`LNG`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(휘발유+전기)`|`승용`|`비사업용`|`45952`|`2017-11-21 16:24:43`
`201706`|`하이브리드(휘발유+전기)`|`승용`|`사업용`|`3111`|`2017-11-21 16:24:43`
`201706`|`하이브리드(휘발유+전기)`|`승합`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(휘발유+전기)`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(휘발유+전기)`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(휘발유+전기)`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(휘발유+전기)`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(휘발유+전기)`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(경유+전기)`|`승용`|`비사업용`|`21`|`2017-11-21 16:24:43`
`201706`|`하이브리드(경유+전기)`|`승용`|`사업용`|`2`|`2017-11-21 16:24:43`
`201706`|`하이브리드(경유+전기)`|`승합`|`비사업용`|`1`|`2017-11-21 16:24:43`
`201706`|`하이브리드(경유+전기)`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(경유+전기)`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(경유+전기)`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(경유+전기)`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(경유+전기)`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(LPG+전기)`|`승용`|`비사업용`|`2113`|`2017-11-21 16:24:43`
`201706`|`하이브리드(LPG+전기)`|`승용`|`사업용`|`3`|`2017-11-21 16:24:43`
`201706`|`하이브리드(LPG+전기)`|`승합`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(LPG+전기)`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(LPG+전기)`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(LPG+전기)`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(LPG+전기)`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(LPG+전기)`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(CNG+전기)`|`승용`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(CNG+전기)`|`승용`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(CNG+전기)`|`승합`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(CNG+전기)`|`승합`|`사업용`|`51`|`2017-11-21 16:24:43`
`201706`|`하이브리드(CNG+전기)`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(CNG+전기)`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(CNG+전기)`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(CNG+전기)`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(LNG+전기)`|`승용`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(LNG+전기)`|`승용`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(LNG+전기)`|`승합`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(LNG+전기)`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(LNG+전기)`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(LNG+전기)`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(LNG+전기)`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`하이브리드(LNG+전기)`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`수소`|`승용`|`비사업용`|`13`|`2017-11-21 16:24:43`
`201706`|`수소`|`승용`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`수소`|`승합`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`수소`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`수소`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`수소`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`수소`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`수소`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`기타연료`|`승용`|`비사업용`|`429`|`2017-11-21 16:24:43`
`201706`|`기타연료`|`승용`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`기타연료`|`승합`|`비사업용`|`864`|`2017-11-21 16:24:43`
`201706`|`기타연료`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201706`|`기타연료`|`화물`|`비사업용`|`2453`|`2017-11-21 16:24:43`
`201706`|`기타연료`|`화물`|`사업용`|`1153`|`2017-11-21 16:24:43`
`201706`|`기타연료`|`특수`|`비사업용`|`120`|`2017-11-21 16:24:43`
`201706`|`기타연료`|`특수`|`사업용`|`4`|`2017-11-21 16:24:43`
`201707`|`휘발유`|`승용`|`비사업용`|`1582756`|`2017-11-21 16:24:43`
`201707`|`휘발유`|`승용`|`사업용`|`19224`|`2017-11-21 16:24:43`
`201707`|`휘발유`|`승합`|`비사업용`|`1084`|`2017-11-21 16:24:43`
`201707`|`휘발유`|`승합`|`사업용`|`51`|`2017-11-21 16:24:43`
`201707`|`휘발유`|`화물`|`비사업용`|`1694`|`2017-11-21 16:24:43`
`201707`|`휘발유`|`화물`|`사업용`|`1`|`2017-11-21 16:24:43`
`201707`|`휘발유`|`특수`|`비사업용`|`18`|`2017-11-21 16:24:43`
`201707`|`휘발유`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`경유`|`승용`|`비사업용`|`707760`|`2017-11-21 16:24:43`
`201707`|`경유`|`승용`|`사업용`|`10794`|`2017-11-21 16:24:43`
`201707`|`경유`|`승합`|`비사업용`|`91246`|`2017-11-21 16:24:43`
`201707`|`경유`|`승합`|`사업용`|`7427`|`2017-11-21 16:24:43`
`201707`|`경유`|`화물`|`비사업용`|`255331`|`2017-11-21 16:24:43`
`201707`|`경유`|`화물`|`사업용`|`48305`|`2017-11-21 16:24:43`
`201707`|`경유`|`특수`|`비사업용`|`2440`|`2017-11-21 16:24:43`
`201707`|`경유`|`특수`|`사업용`|`4769`|`2017-11-21 16:24:43`
`201707`|`엘피지`|`승용`|`비사업용`|`168146`|`2017-11-21 16:24:43`
`201707`|`엘피지`|`승용`|`사업용`|`86934`|`2017-11-21 16:24:43`
`201707`|`엘피지`|`승합`|`비사업용`|`20868`|`2017-11-21 16:24:43`
`201707`|`엘피지`|`승합`|`사업용`|`69`|`2017-11-21 16:24:43`
`201707`|`엘피지`|`화물`|`비사업용`|`26511`|`2017-11-21 16:24:43`
`201707`|`엘피지`|`화물`|`사업용`|`6273`|`2017-11-21 16:24:43`
`201707`|`엘피지`|`특수`|`비사업용`|`24`|`2017-11-21 16:24:43`
`201707`|`엘피지`|`특수`|`사업용`|`60`|`2017-11-21 16:24:43`
`201707`|`등유`|`승용`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`등유`|`승용`|`사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`등유`|`승합`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`등유`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`등유`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`등유`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`등유`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`등유`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`전기`|`승용`|`비사업용`|`1452`|`2017-11-21 16:24:43`
`201707`|`전기`|`승용`|`사업용`|`1206`|`2017-11-21 16:24:43`
`201707`|`전기`|`승합`|`비사업용`|`1`|`2017-11-21 16:24:43`
`201707`|`전기`|`승합`|`사업용`|`9`|`2017-11-21 16:24:43`
`201707`|`전기`|`화물`|`비사업용`|`10`|`2017-11-21 16:24:43`
`201707`|`전기`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`전기`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`전기`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`알코올`|`승용`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`알코올`|`승용`|`사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`알코올`|`승합`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`알코올`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`알코올`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`알코올`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`알코올`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`알코올`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`태양열`|`승용`|`비사업용`|`2`|`2017-11-21 16:24:43`
`201707`|`태양열`|`승용`|`사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`태양열`|`승합`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`태양열`|`승합`|`사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`태양열`|`화물`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`태양열`|`화물`|`사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`태양열`|`특수`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`태양열`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`CNG`|`승용`|`비사업용`|`566`|`2017-11-21 16:24:43`
`201707`|`CNG`|`승용`|`사업용`|`71`|`2017-11-21 16:24:43`
`201707`|`CNG`|`승합`|`비사업용`|`57`|`2017-11-21 16:24:43`
`201707`|`CNG`|`승합`|`사업용`|`8638`|`2017-11-21 16:24:43`
`201707`|`CNG`|`화물`|`비사업용`|`455`|`2017-11-21 16:24:43`
`201707`|`CNG`|`화물`|`사업용`|`3`|`2017-11-21 16:24:43`
`201707`|`CNG`|`특수`|`비사업용`|`3`|`2017-11-21 16:24:43`
`201707`|`CNG`|`특수`|`사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`LNG`|`승용`|`비사업용`|`0`|`2017-11-21 16:24:43`
`201707`|`LNG`|`승용`|`사업용`|`0`|`2017-11-21 16:24:43`
