행정동코드,읍면동명,법정동코드,동리명,match
1144061000,염리동,1144010900,염리동,서울특별시 마포구 염리동
1144063000,신수동,1144010800,대흥동,서울특별시 마포구 대흥동
1144063000,신수동,1144011100,신수동,서울특별시 마포구 신수동
1144063000,신수동,1144011200,현석동,서울특별시 마포구 현석동
1144063000,신수동,1144011300,구수동,서울특별시 마포구 구수동
1144063000,신수동,1144011700,신정동,서울특별시 마포구 신정동
1144065500,서강동,1144011400,창전동,서울특별시 마포구 창전동
1144065500,서강동,1144011500,상수동,서울특별시 마포구 상수동
1144065500,서강동,1144011600,하중동,서울특별시 마포구 하중동
1144065500,서강동,1144011700,신정동,서울특별시 마포구 신정동
1144065500,서강동,1144011800,당인동,서울특별시 마포구 당인동
1144066000,서교동,1144011000,노고산동,서울특별시 마포구 노고산동
1144066000,서교동,1144012000,서교동,서울특별시 마포구 서교동
1144066000,서교동,1144012100,동교동,서울특별시 마포구 동교동
1144068000,합정동,1144012200,합정동,서울특별시 마포구 합정동
1144069000,망원제1동,1144012300,망원동,서울특별시 마포구 망원동
1144070000,망원제2동,1144012300,망원동,서울특별시 마포구 망원동
1144071000,연남동,1144012400,연남동,서울특별시 마포구 연남동
1144072000,성산제1동,1144012500,성산동,서울특별시 마포구 성산동
1144073000,성산제2동,1144012500,성산동,서울특별시 마포구 성산동
1144073000,성산제2동,1144012600,중동,서울특별시 마포구 중동
1144074000,상암동,1144012700,상암동,서울특별시 마포구 상암동
1147051000,목1동,1147010200,목동,서울특별시 양천구 목동
1147052000,목2동,1147010200,목동,서울특별시 양천구 목동
1147053000,목3동,1147010200,목동,서울특별시 양천구 목동
1147054000,목4동,1147010200,목동,서울특별시 양천구 목동
1147055000,목5동,1147010200,목동,서울특별시 양천구 목동
1147056000,신월1동,1147010300,신월동,서울특별시 양천구 신월동
1147057000,신월2동,1147010300,신월동,서울특별시 양천구 신월동
1147058000,신월3동,1147010300,신월동,서울특별시 양천구 신월동
1147059000,신월4동,1147010300,신월동,서울특별시 양천구 신월동
1147060000,신월5동,1147010300,신월동,서울특별시 양천구 신월동
1147061000,신월6동,1147010300,신월동,서울특별시 양천구 신월동
1147061100,신월7동,1147010300,신월동,서울특별시 양천구 신월동
1147062000,신정1동,1147010100,신정동,서울특별시 양천구 신정동
1147063000,신정2동,1147010100,신정동,서울특별시 양천구 신정동
1147064000,신정3동,1147010100,신정동,서울특별시 양천구 신정동
1147065000,신정4동,1147010100,신정동,서울특별시 양천구 신정동
1147067000,신정6동,1147010100,신정동,서울특별시 양천구 신정동
1147068000,신정7동,1147010100,신정동,서울특별시 양천구 신정동
1150051000,염창동,1150010100,염창동,서울특별시 강서구 염창동
1150051000,염창동,1150010400,가양동,서울특별시 강서구 가양동
1150052000,등촌제1동,1150010200,등촌동,서울특별시 강서구 등촌동
1150053000,등촌제2동,1150010200,등촌동,서울특별시 강서구 등촌동
1150053500,등촌제3동,1150010200,등촌동,서울특별시 강서구 등촌동
1150054000,화곡제1동,1150010300,화곡동,서울특별시 강서구 화곡동
1150055000,화곡제2동,1150010300,화곡동,서울특별시 강서구 화곡동
1150056000,화곡제3동,1150010300,화곡동,서울특별시 강서구 화곡동
1150057000,화곡제4동,1150010300,화곡동,서울특별시 강서구 화곡동
1150059000,화곡본동,1150010300,화곡동,서울특별시 강서구 화곡동
1150059100,화곡제6동,1150010300,화곡동,서울특별시 강서구 화곡동
1150059300,화곡제8동,1150010300,화곡동,서울특별시 강서구 화곡동
1150060300,가양제1동,1150010400,가양동,서울특별시 강서구 가양동
1150060300,가양제1동,1150010500,마곡동,서울특별시 강서구 마곡동
1150060400,가양제2동,1150010400,가양동,서울특별시 강서구 가양동
1150060500,가양제3동,1150010400,가양동,서울특별시 강서구 가양동
1150061100,발산제1동,1150010500,마곡동,서울특별시 강서구 마곡동
1150061100,발산제1동,1150010600,내발산동,서울특별시 강서구 내발산동
1150061100,발산제1동,1150010700,외발산동,서울특별시 강서구 외발산동
1150061500,우장산동,1150010300,화곡동,서울특별시 강서구 화곡동
1150061500,우장산동,1150010600,내발산동,서울특별시 강서구 내발산동
1150062000,공항동,1150010500,마곡동,서울특별시 강서구 마곡동
1150062000,공항동,1150010800,공항동,서울특별시 강서구 공항동
1150062000,공항동,1150010900,방화동,서울특별시 강서구 방화동
1150062000,공항동,1150011100,과해동,서울특별시 강서구 과해동
1150062000,공항동,1150011200,오곡동,서울특별시 강서구 오곡동
1150062000,공항동,1150011300,오쇠동,서울특별시 강서구 오쇠동
1150063000,방화제1동,1150010500,마곡동,서울특별시 강서구 마곡동
1150063000,방화제1동,1150010800,공항동,서울특별시 강서구 공항동
1150063000,방화제1동,1150010900,방화동,서울특별시 강서구 방화동
1150064000,방화제2동,1150010900,방화동,서울특별시 강서구 방화동
1150064000,방화제2동,1150011000,개화동,서울특별시 강서구 개화동
1150064100,방화제3동,1150010900,방화동,서울특별시 강서구 방화동
1153051000,신도림동,1153010100,신도림동,서울특별시 구로구 신도림동
1153052000,구로제1동,1153010200,구로동,서울특별시 구로구 구로동
1153053000,구로제2동,1153010200,구로동,서울특별시 구로구 구로동
1153054000,구로제3동,1153010200,구로동,서울특별시 구로구 구로동
1153055000,구로제4동,1153010200,구로동,서울특별시 구로구 구로동
1153056000,구로제5동,1153010200,구로동,서울특별시 구로구 구로동
1153059500,가리봉동,1153010300,가리봉동,서울특별시 구로구 가리봉동
1153072000,고척제1동,1153010600,고척동,서울특별시 구로구 고척동
1153073000,고척제2동,1153010600,고척동,서울특별시 구로구 고척동
1153074000,개봉제1동,1153010700,개봉동,서울특별시 구로구 개봉동
1153075000,개봉제2동,1153010700,개봉동,서울특별시 구로구 개봉동
1153076000,개봉제3동,1153010700,개봉동,서울특별시 구로구 개봉동
1153077000,오류제1동,1153010800,오류동,서울특별시 구로구 오류동
1153078000,오류제2동,1153010800,오류동,서울특별시 구로구 오류동
1153078000,오류제2동,1153011100,천왕동,서울특별시 구로구 천왕동
1153079000,수궁동,1153010900,궁동,서울특별시 구로구 궁동
1153079000,수궁동,1153011000,온수동,서울특별시 구로구 온수동
1153080000,항동,1153011200,항동,서울특별시 구로구 항동
1154551000,가산동,1154510100,가산동,서울특별시 금천구 가산동
1154561000,독산제1동,1154510200,독산동,서울특별시 금천구 독산동
1154562000,독산제2동,1154510200,독산동,서울특별시 금천구 독산동
1154563000,독산제3동,1154510200,독산동,서울특별시 금천구 독산동
1154564000,독산제4동,1154510200,독산동,서울특별시 금천구 독산동
1154567000,시흥제1동,1154510300,시흥동,서울특별시 금천구 시흥동
1154568000,시흥제2동,1154510300,시흥동,서울특별시 금천구 시흥동
1154569000,시흥제3동,1154510300,시흥동,서울특별시 금천구 시흥동
1154570000,시흥제4동,1154510300,시흥동,서울특별시 금천구 시흥동
1154571000,시흥제5동,1154510300,시흥동,서울특별시 금천구 시흥동
1156051500,영등포본동,1156010100,영등포동,서울특별시 영등포구 영등포동
1156051500,영등포본동,1156013200,신길동,서울특별시 영등포구 신길동
1156053500,영등포동,1156010100,영등포동,서울특별시 영등포구 영등포동
1156053500,영등포동,1156010200,영등포동1가,서울특별시 영등포구 영등포동1가
1156053500,영등포동,1156010300,영등포동2가,서울특별시 영등포구 영등포동2가
1156053500,영등포동,1156010400,영등포동3가,서울특별시 영등포구 영등포동3가
1156053500,영등포동,1156010500,영등포동4가,서울특별시 영등포구 영등포동4가
1156053500,영등포동,1156010600,영등포동5가,서울특별시 영등포구 영등포동5가
1156053500,영등포동,1156010700,영등포동6가,서울특별시 영등포구 영등포동6가
1156053500,영등포동,1156010800,영등포동7가,서울특별시 영등포구 영등포동7가
1156053500,영등포동,1156010900,영등포동8가,서울특별시 영등포구 영등포동8가
1156054000,여의동,1156011000,여의도동,서울특별시 영등포구 여의도동
1156055000,당산제1동,1156011100,당산동1가,서울특별시 영등포구 당산동1가
1156055000,당산제1동,1156011200,당산동2가,서울특별시 영등포구 당산동2가
1156055000,당산제1동,1156011300,당산동3가,서울특별시 영등포구 당산동3가
1156056000,당산제2동,1156011400,당산동4가,서울특별시 영등포구 당산동4가
1156056000,당산제2동,1156011500,당산동5가,서울특별시 영등포구 당산동5가
1156056000,당산제2동,1156011600,당산동6가,서울특별시 영등포구 당산동6가
1156056000,당산제2동,1156011700,당산동,서울특별시 영등포구 당산동
1156058500,도림동,1156011800,도림동,서울특별시 영등포구 도림동
1156060500,문래동,1156011900,문래동1가,서울특별시 영등포구 문래동1가
1156060500,문래동,1156012000,문래동2가,서울특별시 영등포구 문래동2가
1156060500,문래동,1156012100,문래동3가,서울특별시 영등포구 문래동3가
1156060500,문래동,1156012200,문래동4가,서울특별시 영등포구 문래동4가
1156060500,문래동,1156012300,문래동5가,서울특별시 영등포구 문래동5가
1156060500,문래동,1156012400,문래동6가,서울특별시 영등포구 문래동6가
1156061000,양평제1동,1156012500,양평동1가,서울특별시 영등포구 양평동1가
1156061000,양평제1동,1156012600,양평동2가,서울특별시 영등포구 양평동2가
1156061000,양평제1동,1156012700,양평동3가,서울특별시 영등포구 양평동3가
1156062000,양평제2동,1156012700,양평동3가,서울특별시 영등포구 양평동3가
1156062000,양평제2동,1156012800,양평동4가,서울특별시 영등포구 양평동4가
1156062000,양평제2동,1156012900,양평동5가,서울특별시 영등포구 양평동5가
1156062000,양평제2동,1156013000,양평동6가,서울특별시 영등포구 양평동6가
1156062000,양평제2동,1156013100,양화동,서울특별시 영등포구 양화동
1156062000,양평제2동,1156013400,양평동,서울특별시 영등포구 양평동
1156063000,신길제1동,1156013200,신길동,서울특별시 영등포구 신길동
1156065000,신길제3동,1156013200,신길동,서울특별시 영등포구 신길동
1156066000,신길제4동,1156013200,신길동,서울특별시 영등포구 신길동
1156067000,신길제5동,1156013200,신길동,서울특별시 영등포구 신길동
1156067000,신길제5동,1156013300,대림동,서울특별시 영등포구 대림동
1156068000,신길제6동,1156013200,신길동,서울특별시 영등포구 신길동
1156069000,신길제7동,1156013200,신길동,서울특별시 영등포구 신길동
1156070000,대림제1동,1156013300,대림동,서울특별시 영등포구 대림동
1156071000,대림제2동,1156013300,대림동,서울특별시 영등포구 대림동
1156072000,대림제3동,1156013300,대림동,서울특별시 영등포구 대림동
1159051000,노량진제1동,1159010100,노량진동,서울특별시 동작구 노량진동
1159051000,노량진제1동,1159010400,본동,서울특별시 동작구 본동
1159052000,노량진제2동,1159010100,노량진동,서울특별시 동작구 노량진동
1159053000,상도제1동,1159010200,상도동,서울특별시 동작구 상도동
1159053000,상도제1동,1159010300,상도1동,서울특별시 동작구 상도1동
1159054000,상도제2동,1159010200,상도동,서울특별시 동작구 상도동
1159055000,상도제3동,1159010200,상도동,서울특별시 동작구 상도동
1159056000,상도제4동,1159010200,상도동,서울특별시 동작구 상도동
1159060500,흑석동,1159010500,흑석동,서울특별시 동작구 흑석동
1159062000,사당제1동,1159010700,사당동,서울특별시 동작구 사당동
1159063000,사당제2동,1159010600,동작동,서울특별시 동작구 동작동
1159063000,사당제2동,1159010700,사당동,서울특별시 동작구 사당동
1159064000,사당제3동,1159010700,사당동,서울특별시 동작구 사당동
1159065000,사당제4동,1159010700,사당동,서울특별시 동작구 사당동
1159065100,사당제5동,1159010700,사당동,서울특별시 동작구 사당동
1159066000,대방동,1159010800,대방동,서울특별시 동작구 대방동
1159067000,신대방제1동,1159010900,신대방동,서울특별시 동작구 신대방동
1159068000,신대방제2동,1159010900,신대방동,서울특별시 동작구 신대방동
1162052500,보라매동,1162010100,봉천동,서울특별시 관악구 봉천동
1162054500,청림동,1162010100,봉천동,서울특별시 관악구 봉천동
1162056500,성현동,1162010100,봉천동,서울특별시 관악구 봉천동
1162057500,행운동,1162010100,봉천동,서울특별시 관악구 봉천동
1162058500,낙성대동,1162010100,봉천동,서울특별시 관악구 봉천동
1162059500,청룡동,1162010100,봉천동,서울특별시 관악구 봉천동
1162060500,은천동,1162010100,봉천동,서울특별시 관악구 봉천동
1162061500,중앙동,1162010100,봉천동,서울특별시 관악구 봉천동
1162062500,인헌동,1162010100,봉천동,서울특별시 관악구 봉천동
1162063000,남현동,1162010300,남현동,서울특별시 관악구 남현동
1162064500,서원동,1162010200,신림동,서울특별시 관악구 신림동
1162065500,신원동,1162010200,신림동,서울특별시 관악구 신림동
1162066500,서림동,1162010200,신림동,서울특별시 관악구 신림동
1162068500,신사동,1162010200,신림동,서울특별시 관악구 신림동
1162069500,신림동,1162010200,신림동,서울특별시 관악구 신림동
1162071500,난향동,1162010200,신림동,서울특별시 관악구 신림동
1162072500,조원동,1162010200,신림동,서울특별시 관악구 신림동
1162073500,대학동,1162010200,신림동,서울특별시 관악구 신림동
1162074500,삼성동,1162010200,신림동,서울특별시 관악구 신림동
1162076500,미성동,1162010200,신림동,서울특별시 관악구 신림동
1162077500,난곡동,1162010200,신림동,서울특별시 관악구 신림동
1165051000,서초1동,1165010800,서초동,서울특별시 서초구 서초동
1165052000,서초2동,1165010800,서초동,서울특별시 서초구 서초동
1165053000,서초3동,1165010100,방배동,서울특별시 서초구 방배동
1165053000,서초3동,1165010800,서초동,서울특별시 서초구 서초동
1165053100,서초4동,1165010800,서초동,서울특별시 서초구 서초동
1165054000,잠원동,1165010600,잠원동,서울특별시 서초구 잠원동
1165055000,반포본동,1165010700,반포동,서울특별시 서초구 반포동
1165056000,반포1동,1165010700,반포동,서울특별시 서초구 반포동
1165057000,반포2동,1165010700,반포동,서울특별시 서초구 반포동
1165058000,반포3동,1165010600,잠원동,서울특별시 서초구 잠원동
1165058100,반포4동,1165010700,반포동,서울특별시 서초구 반포동
1165059000,방배본동,1165010100,방배동,서울특별시 서초구 방배동
1165060000,방배1동,1165010100,방배동,서울특별시 서초구 방배동
1165061000,방배2동,1165010100,방배동,서울특별시 서초구 방배동
1165062000,방배3동,1165010100,방배동,서울특별시 서초구 방배동
1165062100,방배4동,1165010100,방배동,서울특별시 서초구 방배동
1165065100,양재1동,1165010200,양재동,서울특별시 서초구 양재동
1165065100,양재1동,1165010300,우면동,서울특별시 서초구 우면동
1165065200,양재2동,1165010200,양재동,서울특별시 서초구 양재동
1165065200,양재2동,1165010400,원지동,서울특별시 서초구 원지동
1165066000,내곡동,1165010900,내곡동,서울특별시 서초구 내곡동
1165066000,내곡동,1165011000,염곡동,서울특별시 서초구 염곡동
1165066000,내곡동,1165011100,신원동,서울특별시 서초구 신원동
1168051000,신사동,1168010700,신사동,서울특별시 강남구 신사동
1168051000,신사동,1168011000,압구정동,서울특별시 강남구 압구정동
1168052100,논현1동,1168010800,논현동,서울특별시 강남구 논현동
1168053100,논현2동,1168010800,논현동,서울특별시 강남구 논현동
1168054500,압구정동,1168010700,신사동,서울특별시 강남구 신사동
1168054500,압구정동,1168011000,압구정동,서울특별시 강남구 압구정동
1168056500,청담동,1168010400,청담동,서울특별시 강남구 청담동
1168058000,삼성1동,1168010500,삼성동,서울특별시 강남구 삼성동
1168059000,삼성2동,1168010500,삼성동,서울특별시 강남구 삼성동
1168060000,대치1동,1168010600,대치동,서울특별시 강남구 대치동
1168061000,대치2동,1168010600,대치동,서울특별시 강남구 대치동
1168063000,대치4동,1168010600,대치동,서울특별시 강남구 대치동
1168064000,역삼1동,1168010100,역삼동,서울특별시 강남구 역삼동
1168065000,역삼2동,1168010100,역삼동,서울특별시 강남구 역삼동
1168065500,도곡1동,1168011800,도곡동,서울특별시 강남구 도곡동
1168065600,도곡2동,1168011800,도곡동,서울특별시 강남구 도곡동
1168066000,개포1동,1168010300,개포동,서울특별시 강남구 개포동
1168067000,개포2동,1168010300,개포동,서울특별시 강남구 개포동
1168067000,개포2동,1168011400,일원동,서울특별시 강남구 일원동
1168069000,개포4동,1168010300,개포동,서울특별시 강남구 개포동
1168070000,세곡동,1168011100,세곡동,서울특별시 강남구 세곡동
1168070000,세곡동,1168011200,자곡동,서울특별시 강남구 자곡동
1168070000,세곡동,1168011300,율현동,서울특별시 강남구 율현동
1168072000,일원본동,1168011400,일원동,서울특별시 강남구 일원동
1168072000,일원본동,1168011500,수서동,서울특별시 강남구 수서동
1168073000,일원1동,1168011400,일원동,서울특별시 강남구 일원동
1168073000,일원1동,1168011500,수서동,서울특별시 강남구 수서동
1168074000,일원2동,1168010300,개포동,서울특별시 강남구 개포동
1168074000,일원2동,1168010600,대치동,서울특별시 강남구 대치동
1168074000,일원2동,1168011400,일원동,서울특별시 강남구 일원동
1168075000,수서동,1168011500,수서동,서울특별시 강남구 수서동
1171051000,풍납1동,1171010300,풍납동,서울특별시 송파구 풍납동
1171052000,풍납2동,1171010300,풍납동,서울특별시 송파구 풍납동
1171053100,거여1동,1171011300,거여동,서울특별시 송파구 거여동
1171053200,거여2동,1171011300,거여동,서울특별시 송파구 거여동
1171054000,마천1동,1171011400,마천동,서울특별시 송파구 마천동
1171055000,마천2동,1171011400,마천동,서울특별시 송파구 마천동
1171056100,방이1동,1171011100,방이동,서울특별시 송파구 방이동
1171056200,방이2동,1171011100,방이동,서울특별시 송파구 방이동
1171056600,오륜동,1171011100,방이동,서울특별시 송파구 방이동
1171057000,오금동,1171011200,오금동,서울특별시 송파구 오금동
1171058000,송파1동,1171010400,송파동,서울특별시 송파구 송파동
1171059000,송파2동,1171010400,송파동,서울특별시 송파구 송파동
1171060000,석촌동,1171010500,석촌동,서울특별시 송파구 석촌동
1171061000,삼전동,1171010600,삼전동,서울특별시 송파구 삼전동
1171062000,가락본동,1171010700,가락동,서울특별시 송파구 가락동
1171063100,가락1동,1171010700,가락동,서울특별시 송파구 가락동
1171063200,가락2동,1171010700,가락동,서울특별시 송파구 가락동
1171064100,문정1동,1171010800,문정동,서울특별시 송파구 문정동
1171064200,문정2동,1171010800,문정동,서울특별시 송파구 문정동
1171064200,문정2동,1171010900,장지동,서울특별시 송파구 장지동
1171064600,장지동,1171010800,문정동,서울특별시 송파구 문정동
1171064600,장지동,1171010900,장지동,서울특별시 송파구 장지동
1171064700,위례동,1171010900,장지동,서울특별시 송파구 장지동
1171064700,위례동,1171011300,거여동,서울특별시 송파구 거여동
1171065000,잠실본동,1171010100,잠실동,서울특별시 송파구 잠실동
1171067000,잠실2동,1171010100,잠실동,서울특별시 송파구 잠실동
1171068000,잠실3동,1171010100,잠실동,서울특별시 송파구 잠실동
1171069000,잠실4동,1171010200,신천동,서울특별시 송파구 신천동
1171071000,잠실6동,1171010200,신천동,서울특별시 송파구 신천동
1171072000,잠실7동,1171010100,잠실동,서울특별시 송파구 잠실동
1174051500,강일동,1174010300,상일동,서울특별시 강동구 상일동
1174051500,강일동,1174011000,강일동,서울특별시 강동구 강일동
1174052000,상일동,1174010300,상일동,서울특별시 강동구 상일동
1174053000,명일제1동,1174010100,명일동,서울특별시 강동구 명일동
1174054000,명일제2동,1174010100,명일동,서울특별시 강동구 명일동
1174055000,고덕제1동,1174010200,고덕동,서울특별시 강동구 고덕동
1174056000,고덕제2동,1174010200,고덕동,서울특별시 강동구 고덕동
1174057000,암사제1동,1174010700,암사동,서울특별시 강동구 암사동
1174058000,암사제2동,1174010700,암사동,서울특별시 강동구 암사동
1174059000,암사제3동,1174010700,암사동,서울특별시 강동구 암사동
1174060000,천호제1동,1174010900,천호동,서울특별시 강동구 천호동
1174061000,천호제2동,1174010900,천호동,서울특별시 강동구 천호동
1174062000,천호제3동,1174010900,천호동,서울특별시 강동구 천호동
1174064000,성내제1동,1174010800,성내동,서울특별시 강동구 성내동
1174065000,성내제2동,1174010800,성내동,서울특별시 강동구 성내동
1174066000,성내제3동,1174010800,성내동,서울특별시 강동구 성내동
1174068500,길동,1174010500,길동,서울특별시 강동구 길동
1174069000,둔촌제1동,1174010600,둔촌동,서울특별시 강동구 둔촌동
1174070000,둔촌제2동,1174010600,둔촌동,서울특별시 강동구 둔촌동
