`regist_ym`,`fuel_knd_nm`,`vhcle_knd_ty`,`vhcle_prpos_se`,`cnt`
201704,하이브리드(경유+전기),특수,사업용,0
201704,하이브리드(LPG+전기),승용,비사업용,2115
201704,하이브리드(LPG+전기),승용,사업용,3
201704,하이브리드(LPG+전기),승합,비사업용,0
201704,하이브리드(LPG+전기),승합,사업용,0
201704,하이브리드(LPG+전기),화물,비사업용,0
201704,하이브리드(LPG+전기),화물,사업용,0
201704,하이브리드(LPG+전기),특수,비사업용,0
201704,하이브리드(LPG+전기),특수,사업용,0
201704,하이브리드(CNG+전기),승용,비사업용,0
201704,하이브리드(CNG+전기),승용,사업용,0
201704,하이브리드(CNG+전기),승합,비사업용,0
201704,하이브리드(CNG+전기),승합,사업용,51
201704,하이브리드(CNG+전기),화물,비사업용,0
201704,하이브리드(CNG+전기),화물,사업용,0
201704,하이브리드(CNG+전기),특수,비사업용,0
201704,하이브리드(CNG+전기),특수,사업용,0
201704,수소,승용,비사업용,13
201704,수소,승용,사업용,0
201704,수소,승합,비사업용,0
201704,수소,승합,사업용,0
201704,수소,화물,비사업용,0
201704,수소,화물,사업용,0
201704,수소,특수,비사업용,0
201704,수소,특수,사업용,0
201704,기타연료,승용,비사업용,450
201704,기타연료,승용,사업용,0
201704,기타연료,승합,비사업용,843
201704,기타연료,승합,사업용,0
201704,기타연료,화물,비사업용,2366
201704,기타연료,화물,사업용,1124
201704,기타연료,특수,비사업용,109
201704,기타연료,특수,사업용,4
201705,휘발유,승용,비사업용,1581449
201705,휘발유,승용,사업용,18652
201705,휘발유,승합,비사업용,1106
201705,휘발유,승합,사업용,51
201705,휘발유,화물,비사업용,1672
201705,휘발유,화물,사업용,0
201705,휘발유,특수,비사업용,17
201705,휘발유,특수,사업용,0
201705,경유,승용,비사업용,702566
201705,경유,승용,사업용,9992
201705,경유,승합,비사업용,91694
201705,경유,승합,사업용,7482
201705,경유,화물,비사업용,255254
201705,경유,화물,사업용,48395
201705,경유,특수,비사업용,2388
201705,경유,특수,사업용,4763
201705,엘피지,승용,비사업용,169299
201705,엘피지,승용,사업용,87044
201705,엘피지,승합,비사업용,21533
201705,엘피지,승합,사업용,63
201705,엘피지,화물,비사업용,27070
201705,엘피지,화물,사업용,6372
201705,엘피지,특수,비사업용,25
201705,엘피지,특수,사업용,61
201705,전기,승용,비사업용,1188
201705,전기,승용,사업용,727
201705,전기,승합,비사업용,1
201705,전기,승합,사업용,9
201705,전기,화물,비사업용,7
201705,전기,화물,사업용,0
201705,전기,특수,비사업용,0
201705,전기,특수,사업용,0
201705,CNG,승용,비사업용,573
201705,CNG,승용,사업용,82
201705,CNG,승합,비사업용,53
201705,CNG,승합,사업용,8652
201705,CNG,화물,비사업용,456
201705,CNG,화물,사업용,3
201705,CNG,특수,비사업용,3
201705,CNG,특수,사업용,0
201705,하이브리드(휘발유+전기),승용,비사업용,44480
201705,하이브리드(휘발유+전기),승용,사업용,3020
201705,하이브리드(휘발유+전기),승합,비사업용,0
201705,하이브리드(휘발유+전기),승합,사업용,0
201705,하이브리드(휘발유+전기),화물,비사업용,0
201705,하이브리드(휘발유+전기),화물,사업용,0
201705,하이브리드(휘발유+전기),특수,비사업용,0
201705,하이브리드(휘발유+전기),특수,사업용,0
201705,하이브리드(경유+전기),승용,비사업용,21
201705,하이브리드(경유+전기),승용,사업용,2
201705,하이브리드(경유+전기),승합,비사업용,1
201705,하이브리드(경유+전기),승합,사업용,0
201705,하이브리드(경유+전기),화물,비사업용,0
201705,하이브리드(경유+전기),화물,사업용,0
201705,하이브리드(경유+전기),특수,비사업용,0
201705,하이브리드(경유+전기),특수,사업용,0
201705,하이브리드(LPG+전기),승용,비사업용,2115
201705,하이브리드(LPG+전기),승용,사업용,3
201705,하이브리드(LPG+전기),승합,비사업용,0
201705,하이브리드(LPG+전기),승합,사업용,0
201705,하이브리드(LPG+전기),화물,비사업용,0
201705,하이브리드(LPG+전기),화물,사업용,0
201705,하이브리드(LPG+전기),특수,비사업용,0
201705,하이브리드(LPG+전기),특수,사업용,0
201705,하이브리드(CNG+전기),승용,비사업용,0
201705,하이브리드(CNG+전기),승용,사업용,0
201705,하이브리드(CNG+전기),승합,비사업용,0
201705,하이브리드(CNG+전기),승합,사업용,51
201705,하이브리드(CNG+전기),화물,비사업용,0
201705,하이브리드(CNG+전기),화물,사업용,0
201705,하이브리드(CNG+전기),특수,비사업용,0
201705,하이브리드(CNG+전기),특수,사업용,0
201705,수소,승용,비사업용,13
201705,수소,승용,사업용,0
201705,수소,승합,비사업용,0
201705,수소,승합,사업용,0
201705,수소,화물,비사업용,0
201705,수소,화물,사업용,0
201705,수소,특수,비사업용,0
201705,수소,특수,사업용,0
201705,기타연료,승용,비사업용,442
201705,기타연료,승용,사업용,0
201705,기타연료,승합,비사업용,842
201705,기타연료,승합,사업용,0
201705,기타연료,화물,비사업용,2410
201705,기타연료,화물,사업용,1133
201705,기타연료,특수,비사업용,116
201705,기타연료,특수,사업용,4
201706,휘발유,승용,비사업용,1582658
201706,휘발유,승용,사업용,18789
201706,휘발유,승합,비사업용,1096
201706,휘발유,승합,사업용,50
201706,휘발유,화물,비사업용,1680
201706,휘발유,화물,사업용,2
201706,휘발유,특수,비사업용,18
201706,휘발유,특수,사업용,0
201706,경유,승용,비사업용,704993
201706,경유,승용,사업용,10211
201706,경유,승합,비사업용,91457
201706,경유,승합,사업용,7418
201706,경유,화물,비사업용,255300
201706,경유,화물,사업용,48322
201706,경유,특수,비사업용,2417
201706,경유,특수,사업용,4772
201706,엘피지,승용,비사업용,168846
201706,엘피지,승용,사업용,86914
201706,엘피지,승합,비사업용,21241
201706,엘피지,승합,사업용,65
201706,엘피지,화물,비사업용,26846
201706,엘피지,화물,사업용,6327
201706,엘피지,특수,비사업용,24
201706,엘피지,특수,사업용,60
201706,전기,승용,비사업용,1366
201706,전기,승용,사업용,943
201706,전기,승합,비사업용,1
201706,전기,승합,사업용,9
201706,전기,화물,비사업용,8
201706,전기,화물,사업용,0
201706,전기,특수,비사업용,0
201706,전기,특수,사업용,0
201706,CNG,승용,비사업용,568
201706,CNG,승용,사업용,75
201706,CNG,승합,비사업용,57
201706,CNG,승합,사업용,8649
201706,CNG,화물,비사업용,455
201706,CNG,화물,사업용,3
201706,CNG,특수,비사업용,3
201706,CNG,특수,사업용,0
201706,하이브리드(휘발유+전기),승용,비사업용,45952
201706,하이브리드(휘발유+전기),승용,사업용,3111
201706,하이브리드(휘발유+전기),승합,비사업용,0
201706,하이브리드(휘발유+전기),승합,사업용,0
201706,하이브리드(휘발유+전기),화물,비사업용,0
201706,하이브리드(휘발유+전기),화물,사업용,0
201706,하이브리드(휘발유+전기),특수,비사업용,0
201706,하이브리드(휘발유+전기),특수,사업용,0
201706,하이브리드(경유+전기),승용,비사업용,21
201706,하이브리드(경유+전기),승용,사업용,2
201706,하이브리드(경유+전기),승합,비사업용,1
201706,하이브리드(경유+전기),승합,사업용,0
201706,하이브리드(경유+전기),화물,비사업용,0
201706,하이브리드(경유+전기),화물,사업용,0
201706,하이브리드(경유+전기),특수,비사업용,0
201706,하이브리드(경유+전기),특수,사업용,0
201706,하이브리드(LPG+전기),승용,비사업용,2113
201706,하이브리드(LPG+전기),승용,사업용,3
201706,하이브리드(LPG+전기),승합,비사업용,0
201706,하이브리드(LPG+전기),승합,사업용,0
201706,하이브리드(LPG+전기),화물,비사업용,0
201706,하이브리드(LPG+전기),화물,사업용,0
201706,하이브리드(LPG+전기),특수,비사업용,0
201706,하이브리드(LPG+전기),특수,사업용,0
201706,하이브리드(CNG+전기),승용,비사업용,0
201706,하이브리드(CNG+전기),승용,사업용,0
201706,하이브리드(CNG+전기),승합,비사업용,0
201706,하이브리드(CNG+전기),승합,사업용,51
201706,하이브리드(CNG+전기),화물,비사업용,0
201706,하이브리드(CNG+전기),화물,사업용,0
201706,하이브리드(CNG+전기),특수,비사업용,0
201706,하이브리드(CNG+전기),특수,사업용,0
201706,수소,승용,비사업용,13
201706,수소,승용,사업용,0
201706,수소,승합,비사업용,0
201706,수소,승합,사업용,0
201706,수소,화물,비사업용,0
201706,수소,화물,사업용,0
201706,수소,특수,비사업용,0
201706,수소,특수,사업용,0
201706,기타연료,승용,비사업용,429
201706,기타연료,승용,사업용,0
201706,기타연료,승합,비사업용,864
201706,기타연료,승합,사업용,0
201706,기타연료,화물,비사업용,2453
201706,기타연료,화물,사업용,1153
201706,기타연료,특수,비사업용,120
201706,기타연료,특수,사업용,4
201707,휘발유,승용,비사업용,1582756
201707,휘발유,승용,사업용,19224
201707,휘발유,승합,비사업용,1084
201707,휘발유,승합,사업용,51
201707,휘발유,화물,비사업용,1694
201707,휘발유,화물,사업용,1
201707,휘발유,특수,비사업용,18
201707,휘발유,특수,사업용,0
201707,경유,승용,비사업용,707760
201707,경유,승용,사업용,10794
201707,경유,승합,비사업용,91246
201707,경유,승합,사업용,7427
201707,경유,화물,비사업용,255331
201707,경유,화물,사업용,48305
201707,경유,특수,비사업용,2440
201707,경유,특수,사업용,4769
201707,엘피지,승용,비사업용,168146
201707,엘피지,승용,사업용,86934
201707,엘피지,승합,비사업용,20868
201707,엘피지,승합,사업용,69
201707,엘피지,화물,비사업용,26511
201707,엘피지,화물,사업용,6273
201707,엘피지,특수,비사업용,24
201707,엘피지,특수,사업용,60
201707,전기,승용,비사업용,1452
201707,전기,승용,사업용,1206
201707,전기,승합,비사업용,1
201707,전기,승합,사업용,9
201707,전기,화물,비사업용,10
201707,전기,화물,사업용,0
201707,전기,특수,비사업용,0
201707,전기,특수,사업용,0
201707,CNG,승용,비사업용,566
201707,CNG,승용,사업용,71
201707,CNG,승합,비사업용,57
201707,CNG,승합,사업용,8638
201707,CNG,화물,비사업용,455
201707,CNG,화물,사업용,3
201707,CNG,특수,비사업용,3
201707,CNG,특수,사업용,0
201707,하이브리드(휘발유+전기),승용,비사업용,47320
201707,하이브리드(휘발유+전기),승용,사업용,3226
201707,하이브리드(휘발유+전기),승합,비사업용,0
201707,하이브리드(휘발유+전기),승합,사업용,0
201707,하이브리드(휘발유+전기),화물,비사업용,0
201707,하이브리드(휘발유+전기),화물,사업용,0
201707,하이브리드(휘발유+전기),특수,비사업용,0
201707,하이브리드(휘발유+전기),특수,사업용,0
201707,하이브리드(경유+전기),승용,비사업용,23
201707,하이브리드(경유+전기),승용,사업용,2
201707,하이브리드(경유+전기),승합,비사업용,1
201707,하이브리드(경유+전기),승합,사업용,0
201707,하이브리드(경유+전기),화물,비사업용,0
201707,하이브리드(경유+전기),화물,사업용,0
201707,하이브리드(경유+전기),특수,비사업용,0
201707,하이브리드(경유+전기),특수,사업용,0
201707,하이브리드(LPG+전기),승용,비사업용,2108
201707,하이브리드(LPG+전기),승용,사업용,3
201707,하이브리드(LPG+전기),승합,비사업용,0
201707,하이브리드(LPG+전기),승합,사업용,0
201707,하이브리드(LPG+전기),화물,비사업용,0
201707,하이브리드(LPG+전기),화물,사업용,0
201707,하이브리드(LPG+전기),특수,비사업용,0
201707,하이브리드(LPG+전기),특수,사업용,0
201707,하이브리드(CNG+전기),승용,비사업용,0
201707,하이브리드(CNG+전기),승용,사업용,0
201707,하이브리드(CNG+전기),승합,비사업용,0
201707,하이브리드(CNG+전기),승합,사업용,51
201707,하이브리드(CNG+전기),화물,비사업용,0
201707,하이브리드(CNG+전기),화물,사업용,0
201707,하이브리드(CNG+전기),특수,비사업용,0
201707,하이브리드(CNG+전기),특수,사업용,0
201707,수소,승용,비사업용,13
201707,수소,승용,사업용,0
201707,수소,승합,비사업용,0
201707,수소,승합,사업용,0
201707,수소,화물,비사업용,0
201707,수소,화물,사업용,0
201707,수소,특수,비사업용,0
201707,수소,특수,사업용,0
201707,기타연료,승용,비사업용,423
201707,기타연료,승용,사업용,0
201707,기타연료,승합,비사업용,882
201707,기타연료,승합,사업용,0
201707,기타연료,화물,비사업용,2523
201707,기타연료,화물,사업용,1162
201707,기타연료,특수,비사업용,123
201707,기타연료,특수,사업용,2
201708,휘발유,승용,비사업용,1581423
201708,휘발유,승용,사업용,19652
201708,휘발유,승합,비사업용,1070
201708,휘발유,승합,사업용,50
201708,휘발유,화물,비사업용,1696
201708,휘발유,화물,사업용,1
201708,휘발유,특수,비사업용,18
201708,휘발유,특수,사업용,0
201708,경유,승용,비사업용,710225
201708,경유,승용,사업용,11199
201708,경유,승합,비사업용,90998
201708,경유,승합,사업용,7444
201708,경유,화물,비사업용,255183
201708,경유,화물,사업용,48269
201708,경유,특수,비사업용,2457
201708,경유,특수,사업용,4778
201708,엘피지,승용,비사업용,167405
201708,엘피지,승용,사업용,86862
201708,엘피지,승합,비사업용,20479
201708,엘피지,승합,사업용,68
201708,엘피지,화물,비사업용,26241
201708,엘피지,화물,사업용,6238
201708,엘피지,특수,비사업용,24
201708,엘피지,특수,사업용,60
201708,전기,승용,비사업용,1530
201708,전기,승용,사업용,1343
201708,전기,승합,비사업용,1
201708,전기,승합,사업용,9
201708,전기,화물,비사업용,11
201708,전기,화물,사업용,0
201708,전기,특수,비사업용,0
201708,전기,특수,사업용,0
201708,CNG,승용,비사업용,560
201708,CNG,승용,사업용,69
201708,CNG,승합,비사업용,57
201708,CNG,승합,사업용,8636
201708,CNG,화물,비사업용,453
201708,CNG,화물,사업용,3
201708,CNG,특수,비사업용,3
201708,CNG,특수,사업용,0
201708,하이브리드(휘발유+전기),승용,비사업용,48341
201708,하이브리드(휘발유+전기),승용,사업용,3316
201708,하이브리드(휘발유+전기),승합,비사업용,0
201708,하이브리드(휘발유+전기),승합,사업용,0
201708,하이브리드(휘발유+전기),화물,비사업용,0
201708,하이브리드(휘발유+전기),화물,사업용,0
201708,하이브리드(휘발유+전기),특수,비사업용,0
201708,하이브리드(휘발유+전기),특수,사업용,0
201708,하이브리드(경유+전기),승용,비사업용,22
201708,하이브리드(경유+전기),승용,사업용,2
201708,하이브리드(경유+전기),승합,비사업용,1
201708,하이브리드(경유+전기),승합,사업용,0
201708,하이브리드(경유+전기),화물,비사업용,0
201708,하이브리드(경유+전기),화물,사업용,0
201708,하이브리드(경유+전기),특수,비사업용,0
201708,하이브리드(경유+전기),특수,사업용,0
201708,하이브리드(LPG+전기),승용,비사업용,2119
201708,하이브리드(LPG+전기),승용,사업용,3
201708,하이브리드(LPG+전기),승합,비사업용,0
201708,하이브리드(LPG+전기),승합,사업용,0
201708,하이브리드(LPG+전기),화물,비사업용,0
201708,하이브리드(LPG+전기),화물,사업용,0
201708,하이브리드(LPG+전기),특수,비사업용,0
201708,하이브리드(LPG+전기),특수,사업용,0
201708,하이브리드(CNG+전기),승용,비사업용,0
201708,하이브리드(CNG+전기),승용,사업용,0
201708,하이브리드(CNG+전기),승합,비사업용,0
201708,하이브리드(CNG+전기),승합,사업용,51
201708,하이브리드(CNG+전기),화물,비사업용,0
201708,하이브리드(CNG+전기),화물,사업용,0
201708,하이브리드(CNG+전기),특수,비사업용,0
201708,하이브리드(CNG+전기),특수,사업용,0
201708,수소,승용,비사업용,13
201708,수소,승용,사업용,0
201708,수소,승합,비사업용,0
201708,수소,승합,사업용,0
201708,수소,화물,비사업용,0
201708,수소,화물,사업용,0
201708,수소,특수,비사업용,0
201708,수소,특수,사업용,0
201708,기타연료,승용,비사업용,412
201708,기타연료,승용,사업용,0
201708,기타연료,승합,비사업용,907
201708,기타연료,승합,사업용,0
201708,기타연료,화물,비사업용,2554
201708,기타연료,화물,사업용,1169
201708,기타연료,특수,비사업용,122
201708,기타연료,특수,사업용,2
201709,휘발유,승용,비사업용,1581533
201709,휘발유,승용,사업용,19416
201709,휘발유,승합,비사업용,1066
201709,휘발유,승합,사업용,48
201709,휘발유,화물,비사업용,1704
201709,휘발유,화물,사업용,1
201709,휘발유,특수,비사업용,18
201709,휘발유,특수,사업용,0
201709,경유,승용,비사업용,712899
201709,경유,승용,사업용,11169
201709,경유,승합,비사업용,90698
201709,경유,승합,사업용,7413
201709,경유,화물,비사업용,254610
201709,경유,화물,사업용,48248
201709,경유,특수,비사업용,2463
201709,경유,특수,사업용,4784
201709,엘피지,승용,비사업용,166629
201709,엘피지,승용,사업용,86877
201709,엘피지,승합,비사업용,20134
201709,엘피지,승합,사업용,72
201709,엘피지,화물,비사업용,25928
201709,엘피지,화물,사업용,6230
201709,엘피지,특수,비사업용,24
201709,엘피지,특수,사업용,60
201709,전기,승용,비사업용,1674
201709,전기,승용,사업용,1836
201709,전기,승합,비사업용,1
201709,전기,승합,사업용,9
201709,전기,화물,비사업용,10
201709,전기,화물,사업용,0
201709,전기,특수,비사업용,0
201709,전기,특수,사업용,0
201709,CNG,승용,비사업용,562
201709,CNG,승용,사업용,67
201709,CNG,승합,비사업용,57
201709,CNG,승합,사업용,8629
201709,CNG,화물,비사업용,448
201709,CNG,화물,사업용,3
201709,CNG,특수,비사업용,3
201709,CNG,특수,사업용,0
201709,하이브리드(휘발유+전기),승용,비사업용,49626
201709,하이브리드(휘발유+전기),승용,사업용,3393
201709,하이브리드(휘발유+전기),승합,비사업용,0
201709,하이브리드(휘발유+전기),승합,사업용,0
201709,하이브리드(휘발유+전기),화물,비사업용,0
201709,하이브리드(휘발유+전기),화물,사업용,0
201709,하이브리드(휘발유+전기),특수,비사업용,0
201709,하이브리드(휘발유+전기),특수,사업용,0
201709,하이브리드(경유+전기),승용,비사업용,24
201709,하이브리드(경유+전기),승용,사업용,2
201709,하이브리드(경유+전기),승합,비사업용,1
201709,하이브리드(경유+전기),승합,사업용,0
201709,하이브리드(경유+전기),화물,비사업용,0
201709,하이브리드(경유+전기),화물,사업용,0
201709,하이브리드(경유+전기),특수,비사업용,0
201709,하이브리드(경유+전기),특수,사업용,0
201709,하이브리드(LPG+전기),승용,비사업용,2109
201709,하이브리드(LPG+전기),승용,사업용,3
201709,하이브리드(LPG+전기),승합,비사업용,0
201709,하이브리드(LPG+전기),승합,사업용,0
201709,하이브리드(LPG+전기),화물,비사업용,0
201709,하이브리드(LPG+전기),화물,사업용,0
201709,하이브리드(LPG+전기),특수,비사업용,0
201709,하이브리드(LPG+전기),특수,사업용,0
201709,하이브리드(CNG+전기),승용,비사업용,0
201709,하이브리드(CNG+전기),승용,사업용,0
201709,하이브리드(CNG+전기),승합,비사업용,0
201709,하이브리드(CNG+전기),승합,사업용,51
201709,하이브리드(CNG+전기),화물,비사업용,0
201709,하이브리드(CNG+전기),화물,사업용,0
201709,하이브리드(CNG+전기),특수,비사업용,0
201709,하이브리드(CNG+전기),특수,사업용,0
201709,수소,승용,비사업용,13
201709,수소,승용,사업용,0
201709,수소,승합,비사업용,0
201709,수소,승합,사업용,0
201709,수소,화물,비사업용,0
201709,수소,화물,사업용,0
201709,수소,특수,비사업용,0
201709,수소,특수,사업용,0
201709,기타연료,승용,비사업용,403
201709,기타연료,승용,사업용,0
201709,기타연료,승합,비사업용,914
201709,기타연료,승합,사업용,0
201709,기타연료,화물,비사업용,2583
201709,기타연료,화물,사업용,1191
201709,기타연료,특수,비사업용,125
201709,기타연료,특수,사업용,2
201711,휘발유,승용,비사업용,1580814
201711,휘발유,승용,사업용,19029
201711,휘발유,승합,비사업용,1049
201711,휘발유,승합,사업용,48
201711,휘발유,화물,비사업용,1731
201711,휘발유,화물,사업용,1
201711,휘발유,특수,비사업용,18
201711,휘발유,특수,사업용,0
201711,경유,승용,비사업용,715640
201711,경유,승용,사업용,11224
201711,경유,승합,비사업용,90133
201711,경유,승합,사업용,7343
201711,경유,화물,비사업용,254744
201711,경유,화물,사업용,48286
201711,경유,특수,비사업용,2506
201711,경유,특수,사업용,4788
201711,엘피지,승용,비사업용,165033
201711,엘피지,승용,사업용,86661
201711,엘피지,승합,비사업용,19766
201711,엘피지,승합,사업용,75
201711,엘피지,화물,비사업용,25486
201711,엘피지,화물,사업용,6155
201711,엘피지,특수,비사업용,22
201711,엘피지,특수,사업용,61
201711,전기,승용,비사업용,1909
201711,전기,승용,사업용,2349
201711,전기,승합,비사업용,2
201711,전기,승합,사업용,0
201711,전기,화물,비사업용,18
201711,전기,화물,사업용,0
201711,전기,특수,비사업용,1
201711,전기,특수,사업용,0
201711,CNG,승용,비사업용,557
201711,CNG,승용,사업용,57
201711,CNG,승합,비사업용,64
201711,CNG,승합,사업용,8608
201711,CNG,화물,비사업용,443
201711,CNG,화물,사업용,3
201711,CNG,특수,비사업용,3
201711,CNG,특수,사업용,0
201711,하이브리드(휘발유+전기),승용,비사업용,52172
201711,하이브리드(휘발유+전기),승용,사업용,3501
201711,하이브리드(휘발유+전기),승합,비사업용,0
201711,하이브리드(휘발유+전기),승합,사업용,0
201711,하이브리드(휘발유+전기),화물,비사업용,0
201711,하이브리드(휘발유+전기),화물,사업용,0
201711,하이브리드(휘발유+전기),특수,비사업용,0
201711,하이브리드(휘발유+전기),특수,사업용,0
201711,하이브리드(경유+전기),승용,비사업용,25
201711,하이브리드(경유+전기),승용,사업용,1
201711,하이브리드(경유+전기),승합,비사업용,1
201711,하이브리드(경유+전기),승합,사업용,0
201711,하이브리드(경유+전기),화물,비사업용,0
201711,하이브리드(경유+전기),화물,사업용,0
201711,하이브리드(경유+전기),특수,비사업용,0
201711,하이브리드(경유+전기),특수,사업용,0
201711,하이브리드(LPG+전기),승용,비사업용,2090
201711,하이브리드(LPG+전기),승용,사업용,2
201711,하이브리드(LPG+전기),승합,비사업용,0
201711,하이브리드(LPG+전기),승합,사업용,0
201711,하이브리드(LPG+전기),화물,비사업용,0
201711,하이브리드(LPG+전기),화물,사업용,0
201711,하이브리드(LPG+전기),특수,비사업용,0
201711,하이브리드(LPG+전기),특수,사업용,0
201711,하이브리드(CNG+전기),승용,비사업용,0
201711,하이브리드(CNG+전기),승용,사업용,0
201711,하이브리드(CNG+전기),승합,비사업용,0
201711,하이브리드(CNG+전기),승합,사업용,51
201711,하이브리드(CNG+전기),화물,비사업용,0
201711,하이브리드(CNG+전기),화물,사업용,0
201711,하이브리드(CNG+전기),특수,비사업용,0
201711,하이브리드(CNG+전기),특수,사업용,0
201711,수소,승용,비사업용,13
201711,수소,승용,사업용,0
201711,수소,승합,비사업용,0
201711,수소,승합,사업용,0
201711,수소,화물,비사업용,0
201711,수소,화물,사업용,0
201711,수소,특수,비사업용,0
201711,수소,특수,사업용,0
201711,기타연료,승용,비사업용,397
201711,기타연료,승용,사업용,0
201711,기타연료,승합,비사업용,928
201711,기타연료,승합,사업용,0
201711,기타연료,화물,비사업용,2593
201711,기타연료,화물,사업용,1184
201711,기타연료,특수,비사업용,125
201711,기타연료,특수,사업용,2
201712,휘발유,승용,비사업용,1578426
201712,휘발유,승용,사업용,18992
201712,휘발유,승합,비사업용,1051
201712,휘발유,승합,사업용,48
201712,휘발유,화물,비사업용,1734
201712,휘발유,화물,사업용,1
201712,휘발유,특수,비사업용,18
201712,휘발유,특수,사업용,0
201712,경유,승용,비사업용,717156
201712,경유,승용,사업용,11158
201712,경유,승합,비사업용,89754
201712,경유,승합,사업용,7249
201712,경유,화물,비사업용,254335
201712,경유,화물,사업용,48238
201712,경유,특수,비사업용,2550
201712,경유,특수,사업용,4799
201712,엘피지,승용,비사업용,163907
201712,엘피지,승용,사업용,86379
201712,엘피지,승합,비사업용,19735
201712,엘피지,승합,사업용,75
201712,엘피지,화물,비사업용,25250
201712,엘피지,화물,사업용,6116
201712,엘피지,특수,비사업용,22
201712,엘피지,특수,사업용,62
201712,전기,승용,비사업용,2091
201712,전기,승용,사업용,2684
201712,전기,승합,비사업용,2
201712,전기,승합,사업용,0
201712,전기,화물,비사업용,19
201712,전기,화물,사업용,0
201712,전기,특수,비사업용,1
201712,전기,특수,사업용,0
201712,CNG,승용,비사업용,562
201712,CNG,승용,사업용,55
201712,CNG,승합,비사업용,63
201712,CNG,승합,사업용,8601
201712,CNG,화물,비사업용,445
201712,CNG,화물,사업용,2
201712,CNG,특수,비사업용,3
201712,CNG,특수,사업용,0
201712,하이브리드(휘발유+전기),승용,비사업용,53580
201712,하이브리드(휘발유+전기),승용,사업용,3679
201712,하이브리드(휘발유+전기),승합,비사업용,0
201712,하이브리드(휘발유+전기),승합,사업용,0
201712,하이브리드(휘발유+전기),화물,비사업용,0
201712,하이브리드(휘발유+전기),화물,사업용,0
201712,하이브리드(휘발유+전기),특수,비사업용,0
201712,하이브리드(휘발유+전기),특수,사업용,0
201712,하이브리드(경유+전기),승용,비사업용,25
201712,하이브리드(경유+전기),승용,사업용,0
201712,하이브리드(경유+전기),승합,비사업용,1
201712,하이브리드(경유+전기),승합,사업용,0
201712,하이브리드(경유+전기),화물,비사업용,0
201712,하이브리드(경유+전기),화물,사업용,0
201712,하이브리드(경유+전기),특수,비사업용,0
201712,하이브리드(경유+전기),특수,사업용,0
201712,하이브리드(LPG+전기),승용,비사업용,2093
201712,하이브리드(LPG+전기),승용,사업용,2
201712,하이브리드(LPG+전기),승합,비사업용,0
201712,하이브리드(LPG+전기),승합,사업용,0
201712,하이브리드(LPG+전기),화물,비사업용,0
201712,하이브리드(LPG+전기),화물,사업용,0
201712,하이브리드(LPG+전기),특수,비사업용,0
201712,하이브리드(LPG+전기),특수,사업용,0
201712,하이브리드(CNG+전기),승용,비사업용,0
201712,하이브리드(CNG+전기),승용,사업용,0
201712,하이브리드(CNG+전기),승합,비사업용,0
201712,하이브리드(CNG+전기),승합,사업용,51
201712,하이브리드(CNG+전기),화물,비사업용,0
201712,하이브리드(CNG+전기),화물,사업용,0
201712,하이브리드(CNG+전기),특수,비사업용,0
201712,하이브리드(CNG+전기),특수,사업용,0
201712,수소,승용,비사업용,13
201712,수소,승용,사업용,0
201712,수소,승합,비사업용,0
201712,수소,승합,사업용,0
201712,수소,화물,비사업용,0
201712,수소,화물,사업용,0
201712,수소,특수,비사업용,0
201712,수소,특수,사업용,0
201712,기타연료,승용,비사업용,387
201712,기타연료,승용,사업용,0
201712,기타연료,승합,비사업용,934
201712,기타연료,승합,사업용,0
201712,기타연료,화물,비사업용,2595
201712,기타연료,화물,사업용,1186
201712,기타연료,특수,비사업용,124
201712,기타연료,특수,사업용,2
201801,휘발유,승용,비사업용,1579106
201801,휘발유,승용,사업용,19164
201801,휘발유,승합,비사업용,1055
201801,휘발유,승합,사업용,48
201801,휘발유,화물,비사업용,1732
201801,휘발유,화물,사업용,1
201801,휘발유,특수,비사업용,17
201801,휘발유,특수,사업용,0
201801,경유,승용,비사업용,719078
201801,경유,승용,사업용,11303
201801,경유,승합,비사업용,89433
201801,경유,승합,사업용,7257
201801,경유,화물,비사업용,254174
201801,경유,화물,사업용,48190
201801,경유,특수,비사업용,2596
201801,경유,특수,사업용,4828
201801,엘피지,승용,비사업용,162996
201801,엘피지,승용,사업용,86216
201801,엘피지,승합,비사업용,19402
201801,엘피지,승합,사업용,114
201801,엘피지,화물,비사업용,25039
201801,엘피지,화물,사업용,6061
201801,엘피지,특수,비사업용,21
201801,엘피지,특수,사업용,62
201801,전기,승용,비사업용,2166
201801,전기,승용,사업용,2661
201801,전기,승합,비사업용,2
201801,전기,승합,사업용,0
201801,전기,화물,비사업용,21
201801,전기,화물,사업용,0
201801,전기,특수,비사업용,1
201801,전기,특수,사업용,0
201801,CNG,승용,비사업용,556
201801,CNG,승용,사업용,52
201801,CNG,승합,비사업용,68
201801,CNG,승합,사업용,8598
201801,CNG,화물,비사업용,443
201801,CNG,화물,사업용,2
201801,CNG,특수,비사업용,3
201801,CNG,특수,사업용,0
201801,하이브리드(휘발유+전기),승용,비사업용,54699
201801,하이브리드(휘발유+전기),승용,사업용,3871
201801,하이브리드(휘발유+전기),승합,비사업용,0
201801,하이브리드(휘발유+전기),승합,사업용,0
201801,하이브리드(휘발유+전기),화물,비사업용,0
201801,하이브리드(휘발유+전기),화물,사업용,0
201801,하이브리드(휘발유+전기),특수,비사업용,0
