STD_YM,ADMI_CD,ADMI_NM,RSPOP_CNT,CTY_NM
202107,11740700,둔촌2동,590,강동구
202107,11320700,방학2동,419,도봉구
202107,11680720,일원본동,868,강남구
202107,11650590,방배본동,685,서초구
202107,11260575,면목3.8동,421,중랑구
202107,11380625,역촌동,880,은평구
202107,11530720,고척1동,549,구로구
202107,11545620,독산2동,339,금천구
202107,11110615,종로1.2.3.4가동,52,종로구
202107,11140665,동화동,215,중구
202107,11650560,반포1동,813,서초구
202107,11680590,삼성2동,928,강남구
202107,11110700,숭인1동,91,종로구
202107,11260660,망우3동,294,중랑구
202107,11560540,여의동,696,영등포구
202107,11590530,상도1동,809,동작구
202107,11380631,신사1동,607,은평구
202107,11680655,도곡1동,523,강남구
202107,11290705,종암동,1018,성북구
202107,11380530,불광2동,510,은평구
202107,11170510,후암동,349,용산구
202107,11710690,잠실4동,511,송파구
202107,11710650,잠실본동,429,송파구
202107,11380552,갈현2동,626,은평구
202107,11470550,목5동,1901,양천구
202107,11110515,청운효자동,311,종로구
202107,11380520,불광1동,736,은평구
202107,11170640,이촌2동,133,용산구
202107,11200540,마장동,884,성동구
202107,11290555,삼선동,838,성북구
202107,11545510,가산동,702,금천구
202107,11560605,문래동,795,영등포구
202107,11470560,신월1동,565,양천구
202107,11680660,개포1동,167,강남구
202107,11500530,등촌2동,622,강서구
202107,11530780,오류2동,1031,구로구
202107,11680640,역삼1동,832,강남구
202107,11500593,화곡8동,739,강서구
202107,11500605,가양3동,315,강서구
202107,11410710,북가좌1동,503,서대문구
202107,11290600,안암동,1128,성북구
202107,11230720,휘경1동,622,동대문구
202107,11110670,창신1동,144,종로구
202107,11290620,정릉1동,587,성북구
202107,11560560,당산2동,953,영등포구
202107,11620715,난향동,473,관악구
202107,11560680,신길6동,593,영등포구
202107,11260680,신내1동,1148,중랑구
202107,11260690,신내2동,588,중랑구
202107,11410640,홍제3동,495,서대문구
202107,11215780,능동,334,광진구
202107,11170555,청파동,626,용산구
202107,11260590,상봉2동,513,중랑구
202107,11380580,응암1동,868,은평구
202107,11500570,화곡4동,569,강서구
202107,11710570,오금동,1317,송파구
202107,11440700,망원2동,553,마포구
202107,11710647,위례동,803,송파구
202107,11440585,도화동,604,마포구
202107,11560630,신길1동,452,영등포구
202107,11215840,자양3동,904,광진구
202107,11470520,목2동,993,양천구
202107,11590510,노량진1동,1027,동작구
202107,11290575,동선동,549,성북구
202107,11200670,성수2가1동,462,성동구
202107,11740560,고덕2동,618,강동구
202107,11230536,용신동,965,동대문구
202107,11380590,응암2동,675,은평구
202107,11710720,잠실7동,309,송파구
202107,11620615,중앙동,558,관악구
202107,11290650,정릉4동,829,성북구
202107,11170590,용문동,376,용산구
202107,11305635,수유3동,738,강북구
202107,11110550,부암동,305,종로구
202107,11110690,창신3동,215,종로구
202107,11530790,수궁동,715,구로구
202107,11590620,사당1동,635,동작구
202107,11500611,발산1동,1223,강서구
202107,11170630,이촌1동,753,용산구
202107,11215830,자양2동,775,광진구
202107,11350570,월계2동,865,노원구
202107,11650651,양재1동,1089,서초구
202107,11470510,목1동,940,양천구
202107,11680565,청담동,778,강남구
202107,11380640,증산동,441,은평구
202107,11530740,개봉1동,1033,구로구
202107,11350611,하계1동,1298,노원구
202107,11560550,당산1동,524,영등포구
202107,11650540,잠원동,837,서초구
202107,11530520,구로1동,561,구로구
202107,11530595,가리봉동,205,구로구
202107,11215770,중곡4동,933,광진구
202107,11305535,미아동,659,강북구
202107,11470650,신정4동,1022,양천구
202107,11590660,대방동,1300,동작구
202107,11230660,장안2동,953,동대문구
202107,11530770,오류1동,600,구로구
202107,11170700,보광동,444,용산구
202107,11290525,성북동,572,성북구
202107,11620585,낙성대동,779,관악구
202107,11710670,잠실2동,948,송파구
202107,11290725,월곡2동,561,성북구
202107,11350720,상계10동,604,노원구
202107,11500604,가양2동,271,강서구
202107,11110530,사직동,216,종로구
202107,11350670,상계5동,856,노원구
202107,11440690,망원1동,591,마포구
202107,11410685,홍은2동,918,서대문구
202107,11650620,방배3동,600,서초구
202107,11560515,영등포본동,645,영등포구
202107,11560670,신길5동,295,영등포구
202107,11305603,번2동,516,강북구
202107,11350595,공릉1동,1471,노원구
202107,11650520,서초2동,583,서초구
202107,11710562,방이2동,711,송파구
202107,11140550,명동,43,중구
202107,11410720,북가좌2동,999,서대문구
202107,11320515,창5동,809,도봉구
202107,11620525,보라매동,708,관악구
202107,11650580,반포3동,700,서초구
202107,11410555,북아현동,420,서대문구
202107,11560710,대림2동,336,영등포구
202107,11470640,신정3동,1684,양천구
202107,11140625,다산동,425,중구
202107,11710610,삼전동,844,송파구
202107,11350600,공릉2동,1673,노원구
202107,11650610,방배2동,597,서초구
202107,11200550,사근동,1095,성동구
202107,11410690,남가좌1동,338,서대문구
202107,11545680,시흥2동,612,금천구
202107,11230545,제기동,1013,동대문구
202107,11320690,방학1동,933,도봉구
202107,11320710,방학3동,899,도봉구
202107,11470540,목4동,1134,양천구
202107,11260655,망우본동,827,중랑구
202107,11500510,염창동,1233,강서구
202107,11620605,은천동,968,관악구
202107,11200660,성수1가2동,401,성동구
202107,11215870,구의3동,964,광진구
202107,11290610,보문동,525,성북구
202107,11260565,면목본동,1086,중랑구
202107,11710532,거여2동,522,송파구
202107,11140635,약수동,416,중구
202107,11230560,전농1동,971,동대문구
202107,11560585,도림동,434,영등포구
202107,11710646,장지동,935,송파구
202107,11740580,암사2동,420,강동구
202107,11710531,거여1동,426,송파구
202107,11200690,성수2가3동,337,성동구
202107,11740590,암사3동,480,강동구
202107,11200790,용답동,324,성동구
202107,11740530,명일1동,814,강동구
202107,11305575,삼각산동,906,강북구
202107,11215810,광장동,1087,광진구
202107,11530540,구로3동,652,구로구
202107,11560535,영등포동,700,영등포구
202107,11320521,도봉1동,594,도봉구
202107,11215710,화양동,1470,광진구
202107,11530530,구로2동,653,구로구
202107,11200570,행당2동,693,성동구
202107,11500620,공항동,793,강서구
202107,11620685,신사동,892,관악구
202107,11680670,개포2동,760,강남구
202107,11230650,장안1동,999,동대문구
202107,11740550,고덕1동,625,강동구
202107,11500640,방화2동,611,강서구
202107,11680545,압구정동,756,강남구
202107,11650600,방배1동,536,서초구
202107,11560690,신길7동,655,영등포구
202107,11500603,가양1동,844,강서구
202107,11410585,신촌동,974,서대문구
202107,11545710,시흥5동,579,금천구
202107,11710510,풍납1동,378,송파구
202107,11170650,이태원1동,187,용산구
202107,11710641,문정1동,642,송파구
202107,11200650,성수1가1동,552,성동구
202107,11470580,신월3동,465,양천구
202107,11140650,신당5동,298,중구
202107,11305555,송천동,757,강북구
202107,11410615,연희동,1460,서대문구
202107,11305608,번3동,511,강북구
202107,11140580,장충동,271,중구
202107,11215750,중곡2동,584,광진구
202107,11410620,홍제1동,720,서대문구
202107,11710600,석촌동,846,송파구
202107,11140605,을지로동,20,중구
202107,11200615,금호2.3가동,651,성동구
202107,11170570,원효로2동,368,용산구
202107,11290715,월곡1동,700,성북구
202107,11620765,미성동,933,관악구
202107,11530760,개봉3동,576,구로구
202107,11410660,홍은1동,708,서대문구
202107,11710520,풍납2동,689,송파구
202107,11470530,목3동,715,양천구
202107,11470630,신정2동,687,양천구
202107,11530510,신도림동,969,구로구
202107,11500591,화곡6동,749,강서구
202107,11215860,구의2동,823,광진구
202107,11530730,고척2동,845,구로구
202107,11410655,홍제2동,411,서대문구
202107,11530550,구로4동,536,구로구
202107,11590520,노량진2동,381,동작구
202107,11620565,성현동,926,관악구
202107,11740570,암사1동,1112,강동구
202107,11230710,회기동,616,동대문구
202107,11305534,삼양동,757,강북구
202107,11350580,월계3동,786,노원구
202107,11620735,대학동,1088,관악구
202107,11740515,강일동,912,강동구
202107,11740685,길동,1309,강동구
202107,11320511,창1동,755,도봉구
202107,11410520,천연동,464,서대문구
202107,11350695,상계6.7동,1019,노원구
202107,11680521,논현1동,567,강남구
202107,11290630,정릉2동,775,성북구
202107,11290685,길음2동,470,성북구
202107,11290580,돈암1동,447,성북구
202107,11110580,교남동,259,종로구
202107,11230600,답십리1동,806,동대문구
202107,11290780,장위3동,488,성북구
202107,11545690,시흥3동,342,금천구
202107,11305625,수유2동,596,강북구
202107,11470670,신정6동,821,양천구
202107,11680700,세곡동,1097,강남구
202107,11350630,상계1동,1307,노원구
202107,11620645,서원동,843,관악구
202107,11170520,용산2가동,255,용산구
202107,11110570,무악동,215,종로구
202107,11170660,이태원2동,248,용산구
202107,11740620,천호3동,667,강동구
202107,11260550,면목5동,384,중랑구
202107,11470600,신월5동,443,양천구
202107,11170690,서빙고동,456,용산구
202107,11350624,중계4동,718,노원구
202107,11590540,상도2동,899,동작구
202107,11590560,상도4동,852,동작구
202107,11680740,일원2동,543,강남구
202107,11710580,송파1동,652,송파구
202107,11200535,왕십리도선동,781,성동구
202107,11545610,독산1동,1188,금천구
202107,11620575,행운동,948,관악구
202107,11680600,대치1동,800,강남구
202107,11110560,평창동,572,종로구
202107,11350710,상계9동,753,노원구
202107,11470680,신정7동,966,양천구
202107,11350560,월계1동,1122,노원구
202107,11500540,화곡1동,1300,강서구
202107,11200720,송정동,316,성동구
202107,11560650,신길3동,428,영등포구
202107,11710631,가락1동,767,송파구
202107,11320680,쌍문3동,499,도봉구
202107,11380632,신사2동,677,은평구
202107,11230705,청량리동,490,동대문구
202107,11620545,청림동,443,관악구
202107,11740540,명일2동,554,강동구
202107,11305660,인수동,863,강북구
202107,11200620,금호4가동,310,성동구
202107,11380600,응암3동,779,은평구
202107,11110540,삼청동,77,종로구
202107,11440590,용강동,438,마포구
202107,11560610,양평1동,392,영등포구
202107,11560720,대림3동,688,영등포구
202107,11260540,면목4동,552,중랑구
202107,11650530,서초3동,1114,서초구
202107,11170530,남영동,162,용산구
202107,11620595,청룡동,1517,관악구
202107,11320513,창3동,445,도봉구
202107,11320681,쌍문4동,619,도봉구
202107,11170625,한강로동,533,용산구
202107,11350640,상계2동,775,노원구
202107,11680630,대치4동,785,강남구
202107,11200560,행당1동,464,성동구
202107,11500560,화곡3동,617,강서구
202107,11170685,한남동,544,용산구
202107,11590630,사당2동,748,동작구
202107,11140520,소공동,27,중구
202107,11590651,사당5동,407,동작구
202107,11140540,회현동,100,중구
202107,11140680,중림동,295,중구
202107,11590605,흑석동,1182,동작구
202107,11110630,종로5.6가동,177,종로구
202107,11620745,삼성동,637,관악구
202107,11740600,천호1동,775,강동구
202107,11260580,상봉1동,804,중랑구
202107,11320514,창4동,886,도봉구
202107,11350612,하계2동,822,노원구
202107,11470611,신월7동,586,양천구
202107,11710561,방이1동,570,송파구
202107,11440660,서교동,892,마포구
202107,11590650,사당4동,398,동작구
202107,11710632,가락2동,1025,송파구
202107,11230740,이문1동,992,동대문구
202107,11290770,장위2동,430,성북구
202107,11500615,우장산동,1187,강서구
202107,11650652,양재2동,579,서초구
202107,11545640,독산4동,456,금천구
202107,11500590,화곡본동,1011,강서구
202107,11680610,대치2동,1372,강남구
202107,11260630,묵2동,523,중랑구
202107,11305645,우이동,535,강북구
202107,11545630,독산3동,682,금천구
202107,11200520,왕십리2동,454,성동구
202107,11590680,신대방2동,537,동작구
202107,11710550,마천2동,583,송파구
202107,11110650,혜화동,945,종로구
202107,11215730,군자동,765,광진구
202107,11215820,자양1동,778,광진구
202107,11470610,신월6동,380,양천구
202107,11560700,대림1동,424,영등포구
202107,11650531,서초4동,966,서초구
202107,11710540,마천1동,557,송파구
202107,11740690,둔촌1동,4,강동구
202107,11440600,대흥동,586,마포구
202107,11710642,문정2동,671,송파구
202107,11140590,광희동,138,중구
202107,11215740,중곡1동,453,광진구
202107,11560620,양평2동,670,영등포구
202107,11290760,장위1동,799,성북구
202107,11680650,역삼2동,868,강남구
202107,11230730,휘경2동,1324,동대문구
202107,11470590,신월4동,520,양천구
202107,11680690,개포4동,755,강남구
202107,11140570,필동,147,중구
202107,11380690,진관동,1524,은평구
202107,11620725,조원동,483,관악구
202107,11380570,대조동,815,은평구
202107,11440565,공덕동,1021,마포구
202107,11350665,상계3.4동,844,노원구
202107,11380551,갈현1동,760,은평구
202107,11680531,논현2동,570,강남구
202107,11530560,구로5동,765,구로구
202107,11620695,신림동,940,관악구
202107,11260520,면목2동,703,중랑구
202107,11290640,정릉3동,807,성북구
202107,11320660,쌍문1동,643,도봉구
202107,11230610,답십리2동,810,동대문구
202107,11440630,신수동,798,마포구
202107,11545700,시흥4동,557,금천구
202107,11350625,중계2.3동,1097,노원구
202107,11110600,가회동,96,종로구
202107,11290590,돈암2동,744,성북구
202107,11500641,방화3동,481,강서구
202107,11440610,염리동,464,마포구
202107,11500630,방화1동,1128,강서구
202107,11140670,황학동,282,중구
202107,11470620,신정1동,666,양천구
202107,11140615,신당동,206,중구
202107,11650510,서초1동,565,서초구
202107,11380650,수색동,342,은평구
202107,11290660,길음1동,938,성북구
202107,11590550,상도3동,720,동작구
202107,11110640,이화동,264,종로구
202107,11500520,등촌1동,631,강서구
202107,11680510,신사동,460,강남구
202107,11650570,반포2동,374,서초구
202107,11530750,개봉2동,871,구로구
202107,11590640,사당3동,615,동작구
202107,11710710,잠실6동,463,송파구
202107,11350700,상계8동,652,노원구
202107,11680580,삼성1동,440,강남구
202107,11590670,신대방1동,696,동작구
202107,11200580,응봉동,446,성동구
202107,11230570,전농2동,542,동대문구
202107,11545670,시흥1동,978,금천구
202107,11230750,이문2동,640,동대문구
202107,11560660,신길4동,357,영등포구
202107,11260620,묵1동,1067,중랑구
202107,11305545,송중동,900,강북구
202107,11320670,쌍문2동,570,도봉구
202107,11305595,번1동,597,강북구
202107,11320512,창2동,959,도봉구
202107,11440720,성산1동,601,마포구
202107,11620625,인헌동,897,관악구
202107,11650621,방배4동,631,서초구
202107,11710620,가락본동,816,송파구
202107,11620775,난곡동,823,관악구
202107,11440680,합정동,501,마포구
202107,11680730,일원1동,446,강남구
202107,11260610,중화2동,713,중랑구
202107,11170580,효창동,302,용산구
202107,11410565,충현동,624,서대문구
202107,11620655,신원동,675,관악구
202107,11620630,남현동,569,관악구
202107,11680656,도곡2동,965,강남구
202107,11200645,옥수동,565,성동구
202107,11170560,원효로1동,379,용산구
202107,11440710,연남동,510,마포구
202107,11650550,반포본동,337,서초구
202107,11215850,구의1동,752,광진구
202107,11305615,수유1동,595,강북구
202107,11740650,성내2동,578,강동구
202107,11200590,금호1가동,410,성동구
202107,11740660,성내3동,815,강동구
202107,11440555,아현동,612,마포구
202107,11410700,남가좌2동,978,서대문구
202107,11290810,석관동,1062,성북구
202107,11350621,중계1동,912,노원구
202107,11710680,잠실3동,970,송파구
202107,11260570,면목7동,623,중랑구
202107,11380560,구산동,953,은평구
202107,11710566,오륜동,604,송파구
202107,11350619,중계본동,915,노원구
202107,11650581,반포4동,577,서초구
202107,11620665,서림동,919,관악구
202107,11215847,자양4동,486,광진구
202107,11110710,숭인2동,287,종로구
202107,11470570,신월2동,610,양천구
202107,11740610,천호2동,865,강동구
202107,11710590,송파2동,590,송파구
202107,11320522,도봉2동,751,도봉구
202107,11215760,중곡3동,493,광진구
202107,11140645,청구동,370,중구
202107,11380510,녹번동,974,은평구
202107,11260600,중화1동,563,중랑구
202107,11680750,수서동,323,강남구
202107,11740640,성내1동,588,강동구
202107,11500550,화곡2동,553,강서구
202107,11110680,창신2동,260,종로구
202107,11440740,상암동,943,마포구
202107,11440730,성산2동,1112,마포구
202107,11500535,등촌3동,902,강서구
202107,11440655,서강동,977,마포구
202107,11650660,내곡동,425,서초구
202107,11740700,둔촌2동,769,강동구
202107,11320700,방학2동,646,도봉구
202107,11680720,일원본동,738,강남구
202107,11650590,방배본동,605,서초구
202107,11260575,면목3.8동,758,중랑구
202107,11380625,역촌동,1342,은평구
202107,11530720,고척1동,767,구로구
202107,11545620,독산2동,569,금천구
202107,11110615,종로1.2.3.4가동,140,종로구
202107,11140665,동화동,298,중구
202107,11650560,반포1동,790,서초구
202107,11680590,삼성2동,878,강남구
202107,11110700,숭인1동,155,종로구
202107,11260660,망우3동,510,중랑구
202107,11560540,여의동,761,영등포구
202107,11590530,상도1동,2186,동작구
202107,11380631,신사1동,881,은평구
202107,11680655,도곡1동,609,강남구
202107,11290705,종암동,1321,성북구
202107,11380530,불광2동,905,은평구
202107,11170510,후암동,504,용산구
202107,11710690,잠실4동,502,송파구
202107,11710650,잠실본동,780,송파구
202107,11380552,갈현2동,920,은평구
202107,11470550,목5동,1291,양천구
202107,11110515,청운효자동,356,종로구
202107,11380520,불광1동,1079,은평구
202107,11170640,이촌2동,193,용산구
202107,11200540,마장동,1270,성동구
202107,11290555,삼선동,1034,성북구
202107,11545510,가산동,2404,금천구
202107,11560605,문래동,984,영등포구
202107,11470560,신월1동,802,양천구
202107,11680660,개포1동,189,강남구
202107,11500530,등촌2동,947,강서구
202107,11530780,오류2동,1170,구로구
202107,11680640,역삼1동,2385,강남구
202107,11500593,화곡8동,1147,강서구
202107,11500605,가양3동,513,강서구
202107,11410710,북가좌1동,532,서대문구
202107,11290600,안암동,1512,성북구
202107,11230720,휘경1동,853,동대문구
202107,11110670,창신1동,185,종로구
202107,11290620,정릉1동,535,성북구
202107,11560560,당산2동,1934,영등포구
202107,11620715,난향동,415,관악구
202107,11560680,신길6동,909,영등포구
202107,11260680,신내1동,1324,중랑구
202107,11260690,신내2동,687,중랑구
202107,11410640,홍제3동,527,서대문구
202107,11215780,능동,667,광진구
202107,11170555,청파동,1032,용산구
202107,11260590,상봉2동,1282,중랑구
202107,11380580,응암1동,1134,은평구
202107,11500570,화곡4동,901,강서구
202107,11710570,오금동,1492,송파구
202107,11440700,망원2동,736,마포구
202107,11710647,위례동,725,송파구
202107,11440585,도화동,802,마포구
202107,11560630,신길1동,1213,영등포구
202107,11215840,자양3동,1021,광진구
202107,11470520,목2동,1407,양천구
202107,11590510,노량진1동,1830,동작구
202107,11290575,동선동,902,성북구
202107,11200670,성수2가1동,716,성동구
202107,11740560,고덕2동,620,강동구
202107,11230536,용신동,1900,동대문구
202107,11380590,응암2동,673,은평구
202107,11710720,잠실7동,292,송파구
202107,11620615,중앙동,1313,관악구
202107,11290650,정릉4동,847,성북구
202107,11170590,용문동,494,용산구
202107,11305635,수유3동,1233,강북구
202107,11110550,부암동,364,종로구
202107,11110690,창신3동,283,종로구
202107,11530790,수궁동,856,구로구
202107,11590620,사당1동,1613,동작구
202107,11500611,발산1동,1029,강서구
202107,11170630,이촌1동,655,용산구
202107,11215830,자양2동,1050,광진구
202107,11350570,월계2동,825,노원구
202107,11650651,양재1동,1499,서초구
202107,11470510,목1동,671,양천구
202107,11680565,청담동,902,강남구
202107,11380640,증산동,559,은평구
202107,11530740,개봉1동,1305,구로구
202107,11350611,하계1동,1075,노원구
202107,11560550,당산1동,1078,영등포구
202107,11650540,잠원동,813,서초구
202107,11530520,구로1동,733,구로구
202107,11530595,가리봉동,624,구로구
202107,11215770,중곡4동,1268,광진구
202107,11305535,미아동,995,강북구
202107,11470650,신정4동,1470,양천구
202107,11590660,대방동,1708,동작구
202107,11230660,장안2동,1013,동대문구
202107,11530770,오류1동,1200,구로구
202107,11170700,보광동,749,용산구
202107,11290525,성북동,704,성북구
202107,11620585,낙성대동,1866,관악구
202107,11710670,잠실2동,629,송파구
202107,11290725,월곡2동,932,성북구
202107,11350720,상계10동,645,노원구
202107,11500604,가양2동,447,강서구
202107,11110530,사직동,351,종로구
202107,11350670,상계5동,922,노원구
202107,11440690,망원1동,973,마포구
202107,11410685,홍은2동,1163,서대문구
202107,11650620,방배3동,627,서초구
202107,11560515,영등포본동,882,영등포구
202107,11560670,신길5동,362,영등포구
202107,11305603,번2동,614,강북구
202107,11350595,공릉1동,1752,노원구
202107,11650520,서초2동,866,서초구
202107,11710562,방이2동,1485,송파구
202107,11140550,명동,123,중구
202107,11410720,북가좌2동,1342,서대문구
202107,11320515,창5동,977,도봉구
202107,11620525,보라매동,1546,관악구
202107,11650580,반포3동,537,서초구
202107,11410555,북아현동,622,서대문구
202107,11560710,대림2동,631,영등포구
202107,11470640,신정3동,1520,양천구
202107,11140625,다산동,687,중구
202107,11710610,삼전동,1525,송파구
202107,11350600,공릉2동,1570,노원구
202107,11650610,방배2동,778,서초구
202107,11200550,사근동,1460,성동구
202107,11410690,남가좌1동,377,서대문구
202107,11545680,시흥2동,605,금천구
202107,11230545,제기동,1398,동대문구
202107,11320690,방학1동,1061,도봉구
202107,11320710,방학3동,870,도봉구
202107,11470540,목4동,1038,양천구
202107,11260655,망우본동,1249,중랑구
202107,11500510,염창동,1407,강서구
202107,11620605,은천동,1612,관악구
202107,11200660,성수1가2동,605,성동구
202107,11215870,구의3동,1154,광진구
202107,11290610,보문동,729,성북구
202107,11260565,면목본동,1600,중랑구
202107,11710532,거여2동,614,송파구
202107,11140635,약수동,556,중구
202107,11230560,전농1동,1357,동대문구
202107,11560585,도림동,855,영등포구
202107,11710646,장지동,1055,송파구
202107,11740580,암사2동,499,강동구
202107,11710531,거여1동,533,송파구
202107,11200690,성수2가3동,606,성동구
202107,11740590,암사3동,496,강동구
202107,11200790,용답동,684,성동구
202107,11740530,명일1동,791,강동구
202107,11305575,삼각산동,748,강북구
202107,11215810,광장동,934,광진구
202107,11530540,구로3동,1441,구로구
202107,11560535,영등포동,2360,영등포구
202107,11320521,도봉1동,791,도봉구
202107,11215710,화양동,2816,광진구
202107,11530530,구로2동,997,구로구
202107,11200570,행당2동,691,성동구
202107,11500620,공항동,1237,강서구
202107,11620685,신사동,1932,관악구
202107,11680670,개포2동,644,강남구
202107,11230650,장안1동,1473,동대문구
202107,11740550,고덕1동,590,강동구
202107,11500640,방화2동,1028,강서구
202107,11680545,압구정동,674,강남구
202107,11650600,방배1동,611,서초구
202107,11560690,신길7동,674,영등포구
202107,11500603,가양1동,1988,강서구
202107,11410585,신촌동,1989,서대문구
202107,11545710,시흥5동,765,금천구
202107,11710510,풍납1동,477,송파구
202107,11170650,이태원1동,382,용산구
202107,11710641,문정1동,934,송파구
202107,11200650,성수1가1동,801,성동구
202107,11470580,신월3동,600,양천구
202107,11140650,신당5동,453,중구
202107,11305555,송천동,1049,강북구
202107,11410615,연희동,2344,서대문구
202107,11305608,번3동,440,강북구
202107,11140580,장충동,350,중구
202107,11215750,중곡2동,1089,광진구
202107,11410620,홍제1동,810,서대문구
202107,11710600,석촌동,1668,송파구
202107,11140605,을지로동,80,중구
202107,11200615,금호2.3가동,768,성동구
202107,11170570,원효로2동,508,용산구
202107,11290715,월곡1동,756,성북구
202107,11620765,미성동,1417,관악구
202107,11530760,개봉3동,718,구로구
202107,11410660,홍은1동,733,서대문구
202107,11710520,풍납2동,1012,송파구
202107,11470530,목3동,937,양천구
202107,11470630,신정2동,552,양천구
202107,11530510,신도림동,1047,구로구
202107,11500591,화곡6동,1279,강서구
202107,11215860,구의2동,1012,광진구
202107,11530730,고척2동,948,구로구
202107,11410655,홍제2동,462,서대문구
202107,11530550,구로4동,789,구로구
202107,11590520,노량진2동,864,동작구
202107,11620565,성현동,993,관악구
202107,11740570,암사1동,1400,강동구
202107,11230710,회기동,918,동대문구
202107,11305534,삼양동,858,강북구
202107,11350580,월계3동,950,노원구
202107,11620735,대학동,2478,관악구
202107,11740515,강일동,908,강동구
202107,11740685,길동,2027,강동구
202107,11320511,창1동,867,도봉구
202107,11410520,천연동,553,서대문구
202107,11350695,상계6.7동,1157,노원구
202107,11680521,논현1동,1452,강남구
202107,11290630,정릉2동,829,성북구
202107,11290685,길음2동,476,성북구
202107,11290580,돈암1동,473,성북구
202107,11110580,교남동,317,종로구
202107,11230600,답십리1동,1109,동대문구
202107,11290780,장위3동,508,성북구
202107,11545690,시흥3동,412,금천구
202107,11305625,수유2동,806,강북구
202107,11470670,신정6동,765,양천구
202107,11680700,세곡동,1408,강남구
202107,11350630,상계1동,1294,노원구
202107,11620645,서원동,2370,관악구
202107,11170520,용산2가동,538,용산구
202107,11110570,무악동,205,종로구
202107,11170660,이태원2동,450,용산구
202107,11740620,천호3동,1187,강동구
202107,11260550,면목5동,516,중랑구
202107,11470600,신월5동,646,양천구
202107,11170690,서빙고동,412,용산구
202107,11350624,중계4동,594,노원구
202107,11590540,상도2동,1153,동작구
202107,11590560,상도4동,1358,동작구
202107,11680740,일원2동,436,강남구
202107,11710580,송파1동,1333,송파구
202107,11200535,왕십리도선동,1192,성동구
202107,11545610,독산1동,2603,금천구
202107,11620575,행운동,2436,관악구
202107,11680600,대치1동,444,강남구
202107,11110560,평창동,623,종로구
202107,11350710,상계9동,657,노원구
202107,11470680,신정7동,861,양천구
202107,11350560,월계1동,1053,노원구
202107,11500540,화곡1동,3007,강서구
202107,11200720,송정동,554,성동구
202107,11560650,신길3동,633,영등포구
202107,11710631,가락1동,842,송파구
202107,11320680,쌍문3동,707,도봉구
202107,11380632,신사2동,825,은평구
202107,11230705,청량리동,673,동대문구
202107,11620545,청림동,501,관악구
202107,11740540,명일2동,559,강동구
202107,11305660,인수동,1117,강북구
202107,11200620,금호4가동,429,성동구
202107,11380600,응암3동,1027,은평구
202107,11110540,삼청동,83,종로구
202107,11440590,용강동,589,마포구
202107,11560610,양평1동,841,영등포구
202107,11560720,대림3동,931,영등포구
202107,11260540,면목4동,751,중랑구
202107,11650530,서초3동,1386,서초구
202107,11170530,남영동,272,용산구
202107,11620595,청룡동,3517,관악구
202107,11320513,창3동,469,도봉구
202107,11320681,쌍문4동,637,도봉구
202107,11170625,한강로동,1048,용산구
202107,11350640,상계2동,841,노원구
202107,11680630,대치4동,813,강남구
202107,11200560,행당1동,612,성동구
202107,11500560,화곡3동,839,강서구
202107,11170685,한남동,814,용산구
202107,11590630,사당2동,978,동작구
202107,11140520,소공동,65,중구
202107,11590651,사당5동,631,동작구
202107,11140540,회현동,132,중구
202107,11140680,중림동,358,중구
202107,11590605,흑석동,1394,동작구
202107,11110630,종로5.6가동,347,종로구
202107,11620745,삼성동,801,관악구
202107,11740600,천호1동,1088,강동구
202107,11260580,상봉1동,942,중랑구
202107,11320514,창4동,966,도봉구
202107,11350612,하계2동,704,노원구
202107,11470611,신월7동,758,양천구
202107,11710561,방이1동,662,송파구
202107,11440660,서교동,1794,마포구
202107,11590650,사당4동,737,동작구
202107,11710632,가락2동,1237,송파구
202107,11230740,이문1동,1320,동대문구
202107,11290770,장위2동,554,성북구
202107,11500615,우장산동,1267,강서구
202107,11650652,양재2동,1093,서초구
202107,11545640,독산4동,684,금천구
202107,11500590,화곡본동,1790,강서구
202107,11680610,대치2동,1106,강남구
202107,11260630,묵2동,773,중랑구
202107,11305645,우이동,700,강북구
202107,11545630,독산3동,1233,금천구
202107,11200520,왕십리2동,698,성동구
202107,11590680,신대방2동,1021,동작구
202107,11710550,마천2동,733,송파구
202107,11110650,혜화동,1216,종로구
202107,11215730,군자동,1383,광진구
202107,11215820,자양1동,1274,광진구
202107,11470610,신월6동,408,양천구
202107,11560700,대림1동,638,영등포구
202107,11650531,서초4동,756,서초구
202107,11710540,마천1동,643,송파구
202107,11740690,둔촌1동,5,강동구
202107,11440600,대흥동,1001,마포구
202107,11710642,문정2동,1330,송파구
202107,11140590,광희동,278,중구
202107,11215740,중곡1동,803,광진구
202107,11560620,양평2동,1025,영등포구
202107,11290760,장위1동,926,성북구
202107,11680650,역삼2동,986,강남구
202107,11230730,휘경2동,1556,동대문구
202107,11470590,신월4동,599,양천구
202107,11680690,개포4동,885,강남구
202107,11140570,필동,213,중구
202107,11380690,진관동,1502,은평구
202107,11620725,조원동,1296,관악구
202107,11380570,대조동,1350,은평구
202107,11440565,공덕동,1672,마포구
202107,11350665,상계3.4동,850,노원구
202107,11380551,갈현1동,1068,은평구
202107,11680531,논현2동,962,강남구
202107,11530560,구로5동,1451,구로구
202107,11620695,신림동,3183,관악구
202107,11260520,면목2동,951,중랑구
202107,11290640,정릉3동,879,성북구
