addr,lat,lng,법정동,cnt,법정동코드,행정동,행정동코드
서울특별시 광진구 구의동 199-18,37.53995404115,127.0948846975,구의동,5,1121510300,구의3동,1121587000
서울특별시 광진구 군자로 151 ,37.5551590639,127.0758892295,군자동,1,1121510900,군자동,1121573000
서울특별시 광진구 군자로12길 46,37.551509,127.0724402,군자동,2,1121510900,군자동,1121573000
서울특별시 광진구 군자로12길 46 (군자동     일성파크아파트) 상가동 제101동~102동,37.5521,127.073,군자동,3,1121510900,군자동,1121573000
서울특별시 광진구 긴고랑로 131 ,37.5590995527,127.0894339436,중곡동,1,1121510100,중곡4동,1121577000
서울특별시 광진구 긴고랑로12길 49,37.5606668137,127.0800508301,중곡동,1,1121510100,중곡1동,1121574000
서울특별시 광진구 능동로 120,37.541965,127.076733,화양동,21,1121510700,화양동,1121571000
서울특별시 광진구 능동로 120,37.54316,127.077397,화양동,3,1121510700,화양동,1121571000
서울특별시 광진구 능동로 19,37.5331534381729,127.067236408401,자양동,4,1121510500,자양4동,1121584700
서울특별시 광진구 능동로 216,37.549191,127.079311,능동,1,1121510200,능동,1121578000
서울특별시 광진구 능동로 216,37.5515067,127.0869275,능동,1,1121510200,능동,1121578000
서울특별시 광진구 능동로 216,37.5515087,127.0869295,능동,2,1121510200,능동,1121578000
서울특별시 광진구 능동로 346 ,37.5601504685,127.0814763513,중곡동,1,1121510100,중곡2동,1121575000
서울특별시 광진구 능동로 4길 41,37.533149,127.069762,자양동,2,1121510500,자양3동,1121584000
서울특별시 광진구 능동로17길 39 ,37.5465375591,127.0713178828,화양동,1,1121510700,화양동,1121571000
서울특별시 광진구 능동로48길 17,37.562629107,127.08366927,중곡동,1,1121510100,중곡2동,1121575000
서울특별시 광진구 능동로4길 40,37.532081,127.069139,자양동,5,1121510500,자양3동,1121584000
서울특별시 광진구 능동로4길 78,37.531278726395,127.0704797154,자양동,1,1121510500,자양3동,1121584000
서울특별시 광진구 동일로 156,37.546036673,127.06656834,화양동,1,1121510700,화양동,1121571000
서울특별시 광진구 동일로 156 (화양동),37.546010087758,127.06657997,화양동,1,1121510700,화양동,1121571000
서울특별시 광진구 동일로 178,37.547814268539,127.067810065,화양동,1,1121510700,화양동,1121571000
서울특별시 광진구 동일로 459,37.571200648931,127.0796172382,중곡동,2,1121510100,중곡3동,1121576000
서울특별시 광진구 동일로76가길 28 ,37.5688081554,127.0801365138,중곡동,1,1121510100,중곡3동,1121576000
서울특별시 광진구 뚝섬로 52길 74,37.529553,127.077544,자양동,2,1121510500,자양2동,1121583000
서울특별시 광진구 뚝섬로 568 ,37.5338324939,127.0729033289,자양동,1,1121510500,자양3동,1121584000
서울특별시 광진구 뚝섬로24길 74,37.533797334156,127.0618879243,자양동,4,1121510500,자양4동,1121584700
서울특별시 광진구 뚝섬로26길 58 ,37.5340958963,127.066259942,자양동,1,1121510500,자양4동,1121584700
서울특별시 광진구 뚝섬로31길 20,37.53600541,127.06811854,자양동,5,1121510500,자양4동,1121584700
서울특별시 광진구 뚝섬로34길 67,37.531545,127.068262,자양동,3,1121510500,자양3동,1121584000
서울특별시 광진구 뚝섬로34길 67,37.532132,127.0677657,자양동,3,1121510500,자양3동,1121584000
서울특별시 광진구 뚝섬로36길 19,37.533778817737,127.0722787406,자양동,2,1121510500,자양3동,1121584000
서울특별시 광진구 아차산로 345,37.537506502536,127.0815829571,자양동,8,1121510500,자양1동,1121582000
서울특별시 광진구 아차산로 431,37.53865397,127.0901908,구의동,5,1121510300,구의3동,1121587000
서울특별시 광진구 아차산로 537-17,37.542962059,127.09965898,광장동,2,1121510400,광장동,1121581000
서울특별시 광진구 아차산로 599,37.546907689,127.10417571,광장동,5,1121510400,광장동,1121581000
서울특별시 광진구 아차산로51길 82,37.540549,127.085285,구의동,1,1121510300,구의1동,1121585000
서울특별시 광진구 아차산로78가길 17,37.54942716,127.1099323,광장동,1,1121510400,광장동,1121581000
서울특별시 광진구 아차산로78길 10,37.5496438,127.1087684,광장동,5,1121510400,광장동,1121581000
서울특별시 광진구 아차산로78길 7,37.550375599383,127.1092954061,광장동,1,1121510400,광장동,1121581000
서울특별시 광진구 영화사로20길 25,37.550022,127.100397,광장동,1,1121510400,광장동,1121581000
서울특별시 광진구 용마산로 127,37.5650127,127.0857921,중곡동,6,1121510100,중곡3동,1121576000
서울특별시 광진구 용마산로22길 11-32,37.564983,127.087617,중곡동,1,1121510100,중곡4동,1121577000
서울특별시 광진구 용마산로5길 76,37.557382832,127.08347429,중곡동,1,1121510100,중곡2동,1121575000
서울특별시 광진구 워커힐로 177,37.557607,127.110977,광장동,4,1121510400,광장동,1121581000
서울특별시 광진구 자양3동 510-8,37.536346,127.069476,자양동,4,1121510500,자양3동,1121584000
서울특별시 광진구 자양동 구의강변로1길 44,37.5298962269,127.0896253336,자양동,1,1121510500,자양2동,1121583000
서울특별시 광진구 자양동 뚝섬로34길 25-19 ,37.5332249064,127.0704498677,자양동,2,1121510500,자양3동,1121584000
서울특별시 광진구 자양동 아차산로 262,37.5370003762,127.0729607226,자양동,5,1121510500,자양3동,1121584000
서울특별시 광진구 자양동 아차산로36길 13,37.5377887568,127.0743961902,자양동,2,1121510500,자양3동,1121584000
서울특별시 광진구 자양로 103,37.5369964,127.0831207,자양동,2,1121510500,자양1동,1121582000
서울특별시 광진구 자양로 109,37.5374081374,127.0830990072,자양동,1,1121510500,자양1동,1121582000
서울특별시 광진구 자양로 117,37.538612,127.082165,자양동,1,1121510500,자양1동,1121582000
서울특별시 광진구 자양로13길 37 ,37.534496598,127.0823942982,자양동,1,1121510500,자양1동,1121582000
서울특별시 광진구 자양로15길 59,37.535078,127.080403,자양동,1,1121510500,자양1동,1121582000
서울특별시 광진구 자양로3가길 26,37.5288009,127.0843882,자양동,1,1121510500,자양2동,1121583000
서울특별시 광진구 자양번영로3길 66,37.53315598,127.0711965,자양동,4,1121510500,자양3동,1121584000
서울특별시 광진구 천호대로107길 52-6,37.559867322,127.07983855,중곡동,1,1121510100,중곡1동,1121574000
서울특별시 광진구 천호대로112길 55 ,37.5537612318,127.0805504482,능동,1,1121510200,능동,1121578000
서울특별시 광진구 천호대로136길 55 ,37.547242052,127.0899222098,구의동,1,1121510300,구의2동,1121586000
서울특별시 구로구 가마산로 245,37.495709,126.887667,구로동,1,1153010200,구로2동,1153053000
서울특별시 구로구 가마산로 245 ,37.495471,126.88742,구로동,2,1153010200,구로2동,1153053000
서울특별시 구로구 가마산로 268,37.495655,126.890279,구로동,2,1153010200,구로4동,1153055000
서울특별시 구로구 가마산로 272,37.495803083699,126.8906226905,구로동,1,1153010200,구로4동,1153055000
서울특별시 구로구 가마산로25길 21,37.497061,126.889558,구로동,10,1153010200,구로5동,1153056000
서울특별시 구로구 가마산로25길 21,37.497160950905,126.8896117632,구로동,1,1153010200,구로5동,1153056000
서울특별시 구로구 가마산로25길 33(구로동),37.49714523085,126.88966267472,구로동,1,1153010200,구로5동,1153056000
서울특별시 구로구 가마산로25길 33(구로동),37.703795356,126.90394578,구로동,1,1153010200,구로5동,1153056000
서울특별시 구로구 가마산로25길 9-24,37.496761,126.888968,구로동,1,1153010200,구로5동,1153056000
서울특별시 구로구 개봉동 134-8,37.50016,126.85106,개봉동,1,1153010700,개봉1동,1153074000
서울특별시 구로구 개봉동 개봉로1길 170 ,37.482322744,126.8496308133,개봉동,2,1153010700,개봉3동,1153076000
서울특별시 구로구 개봉동 경인로 342 ,37.4969765268,126.8582185106,개봉동,2,1153010700,개봉1동,1153074000
서울특별시 구로구 개봉로1길 188,37.482604,126.849219,개봉동,5,1153010700,개봉3동,1153076000
서울특별시 구로구 개봉로20길 6,37.4919831,126.858535,개봉동,5,1153010700,개봉2동,1153075000
"서울특별시 구로구 개봉로20길 6 (개봉동, 현대아파트1단지)",37.492,126.859,개봉동,4,1153010700,개봉2동,1153075000
서울특별시 구로구 개봉로2길 133-15,37.4900015,126.8598882,개봉동,5,1153010700,개봉2동,1153075000
서울특별시 구로구 개봉로3길 47-5,37.4859933239,126.8538386469,개봉동,1,1153010700,개봉3동,1153076000
서울특별시 구로구 개봉로3길 87,37.484679094911,126.8519416912,개봉동,3,1153010700,개봉3동,1153076000
"서울특별시 구로구 개봉로6길 12-5 (개봉동, KT개봉지점)",37.4868,126.858,개봉동,6,1153010700,개봉3동,1153076000
서울특별시 구로구 경서로 71,37.503323,126.859896,고척동,1,1153010600,고척1동,1153072000
서울특별시 구로구 경서로 71,37.50333,126.859907,고척동,2,1153010600,고척1동,1153072000
서울특별시 구로구 경인로 236,37.497,126.846,오류동,2,1153010800,오류1동,1153077000
서울특별시 구로구 경인로 408,37.4977920174,126.8652147432,고척동,1,1153010600,고척1동,1153072000
서울특별시 구로구 경인로 430,37.4985266401,126.866274181,고척동,3,1153010600,고척1동,1153072000
서울특별시 구로구 경인로 482,37.49797486,126.87234534,구로동,1,1153010200,구로2동,1153053000
서울특별시 구로구 경인로 482,37.498592,126.872827,구로동,1,1153010200,구로2동,1153053000
서울특별시 구로구 경인로 53가길10(구로동) 지하 4층,37.503175,126.874391,구로동,5,1153010200,구로2동,1153053000
서울특별시 구로구 경인로 53길 90,37.504295,126.875117,구로동,3,1153010200,구로2동,1153053000
서울특별시 구로구 경인로 584,37.503954,126.88182,신도림동,4,1153010100,신도림동,1153051000
서울특별시 구로구 경인로 619-3,37.50684371834,126.8840861495,신도림동,3,1153010100,신도림동,1153051000
서울특별시 구로구 경인로 638,37.50700464,126.8864972,신도림동,10,1153010100,신도림동,1153051000
서울특별시 구로구 경인로 643,37.509153709848,126.8851895203,신도림동,10,1153010100,신도림동,1153051000
서울특별시 구로구 경인로 65길 16-15,37.51111,126.88737,신도림동,5,1153010100,신도림동,1153051000
서울특별시 구로구 경인로 661,37.5099693,126.888413,신도림동,1,1153010100,신도림동,1153051000
서울특별시 구로구 경인로 662,37.508123067712,126.8882129532,신도림동,9,1153010100,신도림동,1153051000
서울특별시 구로구 경인로 662,37.5083236,126.8884274,신도림동,5,1153010100,신도림동,1153051000
서울특별시 구로구 경인로 662,37.5085854779,126.888897099,신도림동,8,1153010100,신도림동,1153051000
서울특별시 구로구 경인로 83,37.492427,126.831106,오류동,1,1153010800,오류2동,1153078000
서울특별시 구로구 경인로20가길 68 (오류동),37.4962,126.848,오류동,2,1153010800,오류1동,1153077000
서울특별시 구로구 경인로27길 6,37.4971802,126.8453671,오류동,1,1153010800,오류1동,1153077000
서울특별시 구로구 경인로47다길 34-7,37.503346816815,126.8660959434,고척동,3,1153010600,고척1동,1153072000
서울특별시 구로구 경인로59길 7,37.505440327772,126.882640668,신도림동,2,1153010100,신도림동,1153051000
서울특별시 구로구 경인로8길 64,37.4921684984337,126.840291552308,오류동,10,1153010800,오류2동,1153078000
서울특별시 구로구 고척동 327,37.50094935112,126.8653990608,고척동,3,1153010600,고척1동,1153072000
서울특별시 구로구 고척동 339,37.50768066768,126.8583860162,고척동,4,1153010600,고척2동,1153073000
서울특별시 구로구 고척동 경인로 390,37.4944609534,126.8643884522,고척동,2,1153010600,고척1동,1153072000
서울특별시 구로구 고척동 경인로47길 150 ,37.505815074,126.8625266763,고척동,2,1153010600,고척1동,1153072000
서울특별시 구로구 고척동 중앙로12길 7,37.5060479122,126.8613093077,고척동,3,1153010600,고척2동,1153073000
서울특별시 구로구 고척로 41,37.4983074,126.8390801,오류동,4,1153010800,오류1동,1153077000
서울특별시 구로구 고척로 45길 39,37.506105,126.85316,고척동,1,1153010600,고척2동,1153073000
서울특별시 구로구 고척로 49,37.499178,126.839763,오류동,7,1153010800,오류1동,1153077000
"서울특별시 구로구 고척로22길 84 (개봉동, 동도센트리움아파트)",37.4981,126.847,개봉동,2,1153010700,개봉1동,1153074000
서울특별시 구로구 고척로45길 39,37.504549,126.852206,고척동,10,1153010600,고척2동,1153073000
서울특별시 구로구 고척로52길 48,37.5029098,126.8560278,고척동,4,1153010600,고척2동,1153073000
서울특별시 구로구 고척로60길 30,37.50470102,126.8591177,고척동,9,1153010600,고척2동,1153073000
서울특별시 구로구 공원로 27,37.4993972,126.891009,구로동,5,1153010200,구로5동,1153056000
서울특별시 구로구 공원로 35,37.5000947,126.8904472,구로동,4,1153010200,구로5동,1153056000
서울특별시 구로구 공원로 41,37.5003688,126.8899247,구로동,2,1153010200,구로5동,1153056000
서울특별시 구로구 구로동 1269,37.49877,126.88051,구로동,2,1153010200,구로2동,1153053000
서울특별시 구로구 구로동 1283,37.4982934425,126.875491186,구로동,1,1153010200,구로1동,1153052000
서울특별시 구로구 구로동 136-14,37.4912466,126.8919514,구로동,1,1153010200,구로4동,1153055000
서울특별시 구로구 구로동 741-44 외 4필지,37.489959,126.88704,구로동,1,1153010200,구로4동,1153055000
서울특별시 구로구 구로동 가마산로 283,37.4969035545,126.8913841824,구로동,2,1153010200,구로5동,1153056000
서울특별시 구로구 구로동 공원로 40,37.5011166315,126.8913554617,구로동,2,1153010200,구로5동,1153056000
서울특별시 구로구 구로동 구로중앙로 134,37.4999888818,126.8840967467,구로동,2,1153010200,구로5동,1153056000
서울특별시 구로구 구로동 디지털로31길 90 ,37.4887518404,126.8920337159,구로동,3,1153010200,구로3동,1153054000
서울특별시 구로구 구로동로26길 54,37.48987,126.887245,구로동,5,1153010200,구로4동,1153055000
서울특별시 구로구 구로동로28길 94,37.491578331,126.889148449,구로동,1,1153010200,구로4동,1153055000
서울특별시 구로구 구로중앙로 13,37.49052,126.89152,구로동,1,1153010200,구로4동,1153055000
서울특별시 구로구 구로중앙로 13,37.499141,126.864099,고척동,9,1153010600,고척1동,1153072000
서울특별시 구로구 구로중앙로 197,37.5032025,126.8781546,구로동,5,1153010200,구로2동,1153053000
서울특별시 구로구 구로중앙로 207,37.504587565224,126.876923845,구로동,3,1153010200,구로2동,1153053000
서울특별시 구로구 구로중앙로 229,37.50531773,126.8755383,구로동,4,1153010200,구로2동,1153053000
서울특별시 구로구 구로중앙로 28길 66,37.499906,126.889464,구로동,1,1153010200,구로5동,1153056000
서울특별시 구로구 구로중앙로28길 73,37.5008621,126.8893264,구로동,3,1153010200,구로5동,1153056000
서울특별시 구로구 구로중앙로8길 41-23,37.493679421136,126.8929945881,구로동,2,1153010200,구로4동,1153055000
서울특별시 구로구 구일로 130,37.496676667802,126.8721084584,구로동,6,1153010200,구로1동,1153052000
서울특별시 구로구 구일로2길 60,37.4902145,126.8772364,구로동,5,1153010200,구로1동,1153052000
서울특별시 구로구 구일로4길 57,37.4930390881,126.8757893912,구로동,1,1153010200,구로1동,1153052000
서울특별시 구로구 구일로8길 140,37.498219999999,126.8772219999,구로동,2,1153010200,구로1동,1153052000
"서울특별시 구로구 구일로8길 79 (구로동, 영화참마음아파트)",37.4969,126.873,구로동,1,1153010200,구로1동,1153052000
서울특별시 구로구 금오로 882,37.476,126.842,천왕동,4,1153011100,오류2동,1153078000
"서울특별시 구로구 남부순환로 775 (개봉동, 개봉푸르지오)",37.500339,126.84812,개봉동,5,1153010700,개봉1동,1153074000
서울특별시 구로구 남부순환로105길 198,37.4841383222,126.8840488747,가리봉동,1,1153010300,가리봉동,1153059500
서울특별시 구로구 남부순환로95길 88,37.495325127,126.8517305,개봉동,5,1153010700,개봉2동,1153075000
서울특별시 구로구 남부순환로97길 50,37.4937963,126.8608951,개봉동,4,1153010700,개봉2동,1153075000
서울특별시 구로구 도림로 59,37.4893068,126.8891952,구로동,5,1153010200,구로4동,1153055000
서울특별시 구로구 도림로20길 50,37.48825972,126.8938371,구로동,3,1153010200,구로3동,1153054000
서울특별시 구로구 도림천로12길 6,37.490517,126.895249,구로동,2,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로,37.484678,126.893275,구로동,2,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로 242,37.480987,126.892538,구로동,3,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로 243,37.4818903,126.892106799,구로동,7,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로 26길 61,37.481225,126.895334,구로동,2,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로 272,37.482474,126.894421,구로동,10,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로 27길 36,37.483807,126.892596,구로동,1,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로 288,37.4837318,126.8953657,구로동,4,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로 288,37.484363,126.895537,구로동,5,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로 306,37.485873,126.897322,구로동,4,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로 306,37.4859916,126.8977359,구로동,2,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로 30길 31,37.482953,126.896161,구로동,3,1153010200,구로3동,1153054000
"서울특별시 구로구 디지털로 319 (구로동, 현대아파트) 301동~305동,상가동",37.487,126.897,구로동,2,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로 31길 12,37.485185,126.895111,구로동,3,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로 31길 38-9,37.485966,126.893256,구로동,1,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로 32길 30,37.483347,126.896548,구로동,4,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로 33길 12,37.486541,126.896074,구로동,3,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로 33길 28,37.486985,126.895278,구로동,4,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로 34길 27,37.485459,126.898206,구로동,3,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로26길 38,37.480408,126.895273,구로동,9,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로29길 38,37.48449754,126.89331047,구로동,3,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로31길 19,37.486143,126.8938,구로동,2,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로31길 20,37.485521024465,126.8943452865,구로동,2,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로32길 43,37.484293113,126.8978835,구로동,2,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로33길 11,37.485705778,126.89551267,구로동,5,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로33길 48,37.487185,126.894632,구로동,3,1153010200,구로3동,1153054000
서울특별시 구로구 디지털로34길 27,37.485472620638,126.898223123534,구로동,2,1153010200,구로3동,1153054000
서울특별시 구로구 벚꽃로 370,37.48724,126.88053,가리봉동,1,1153010300,가리봉동,1153059500
서울특별시 구로구 벚꽃로 370,37.488877,126.8805,구로동,37,1153010200,구로2동,1153053000
서울특별시 구로구 벚꽃로 370 ,37.48739,126.88051,가리봉동,1,1153010300,가리봉동,1153059500
서울특별시 구로구 부일로9길 127,37.497593932,126.8204799,온수동,5,1153011000,수궁동,1153079000
서울특별시 구로구 새말로 102,37.505780009,126.89140547,구로동,5,1153010200,구로5동,1153056000
서울특별시 구로구 새말로 31,37.5028635877,126.8827758903,구로동,2,1153010200,구로5동,1153056000
서울특별시 구로구 새말로 31,37.504381,126.8848249,구로동,3,1153010200,구로5동,1153056000
서울특별시 구로구 새말로 93,37.506086,126.888665,구로동,5,1153010200,구로5동,1153056000
서울특별시 구로구 새말로 97,37.5070488,126.890246,구로동,5,1153010200,구로5동,1153056000
서울특별시 구로구 서해안로 2036,37.474685,126.817837,항동,3,1153011200,항동,1153080000
서울특별시 구로구 시흥대로 531,37.480948260417,126.8992310926,구로동,2,1153010200,구로3동,1153054000
서울특별시 구로구 신도림동 신도림로 56-13,37.508273,126.882458,신도림동,3,1153010100,신도림동,1153051000
서울특별시 구로구 신도림로 11,37.5069217,126.8776893,신도림동,5,1153010100,신도림동,1153051000
서울특별시 구로구 신도림로 11길 9-64,37.5075008,126.879041,신도림동,2,1153010100,신도림동,1153051000
서울특별시 구로구 신도림로 16,37.5055754,126.8779061,신도림동,5,1153010100,신도림동,1153051000
서울특별시 구로구 신도림로 32,37.507038592801,126.880724511,신도림동,9,1153010100,신도림동,1153051000
서울특별시 구로구 신도림로 65,37.509567497,126.88203611,신도림동,2,1153010100,신도림동,1153051000
서울특별시 구로구 신도림로 78,37.5099072,126.8841809,신도림동,5,1153010100,신도림동,1153051000
서울특별시 구로구 신도림로11가길 36,37.506263463,126.87634836,신도림동,2,1153010100,신도림동,1153051000
서울특별시 구로구 안양천로537길 16,37.503859,126.868716,고척동,2,1153010600,고척1동,1153072000
서울특별시 구로구 연동로 234,37.482,126.822,항동,5,1153011200,항동,1153080000
서울특별시 구로구 연동로 287,37.48569,126.822127,항동,1,1153011200,항동,1153080000
서울특별시 구로구 연동로12길 149,37.479901,126.831503,항동,8,1153011200,항동,1153080000
서울특별시 구로구 연동로13길 25,37.483787803107,126.8200003095,항동,2,1153011200,항동,1153080000
서울특별시 구로구 연동로13길 25,37.484383257045,126.8205189843,항동,2,1153011200,항동,1153080000
서울특별시 구로구 연동로13길 25,37.484882238669,126.8198111238,항동,2,1153011200,항동,1153080000
서울특별시 구로구 오류동 174-10,37.487234,126.839153,천왕동,1,1153011100,오류2동,1153078000
서울특별시 구로구 오류동 오류로 30 ,37.4864295233,126.8400162357,천왕동,3,1153011100,오류2동,1153078000
서울특별시 구로구 오류동 오류로8길 11,37.49128563,126.8411140273,오류동,2,1153010800,오류2동,1153078000
서울특별시 구로구 오류로 36-13,37.488,126.841,천왕동,3,1153011100,오류2동,1153078000
서울특별시 구로구 오류로 65,37.4905239,126.8397057,오류동,5,1153010800,오류2동,1153078000
서울특별시 구로구 오리로 1102-10,37.483846901559,126.8429484929,천왕동,4,1153011100,오류2동,1153078000
"서울특별시 구로구 오리로 1102-10 (천왕동, 천왕연지타운2단지)",37.4837,126.841,천왕동,3,1153011100,오류2동,1153078000
서울특별시 구로구 오리로 1102-13,37.485,126.842,천왕동,2,1153011100,오류2동,1153078000
서울특별시 구로구 오리로 1156,37.48716638,126.83916324,천왕동,2,1153011100,오류2동,1153078000
서울특별시 구로구 오리로15길 32,37.4938924048,126.8314785877,궁동,1,1153010900,수궁동,1153079000
서울특별시 구로구 중앙로15길 132-17,37.5091856,126.8535332,고척동,5,1153010600,고척2동,1153073000
서울특별시 구로구 중앙로1길 18-19,37.498946222809,126.8628807951,고척동,3,1153010600,고척1동,1153072000
서울특별시 구로구 중앙로5길 24,37.501388,126.861248,고척동,3,1153010600,고척1동,1153072000
서울특별시 구로구 중앙로6길 5-15,37.501828,126.8637516,고척동,5,1153010600,고척1동,1153072000
서울특별시 구로구 중앙로8길 16,37.502262,126.86388,고척동,8,1153010600,고척1동,1153072000
서울특별시 구로구 천왕동 천왕로 10 ,37.4807272296,126.8421629753,천왕동,3,1153011100,오류2동,1153078000
서울특별시 구로구 천왕동 천왕로 29,37.4808016977,126.8385946272,천왕동,3,1153011100,오류2동,1153078000
서울특별시 구로구 천왕동 천왕로 92 ,37.4852303582,126.8380876043,천왕동,3,1153011100,오류2동,1153078000
서울특별시 구로구 천왕로 56,37.4816511,126.8386604,천왕동,2,1153011100,오류2동,1153078000
서울특별시 구로구 천왕로 9,37.478367,126.841655,천왕동,10,1153011100,오류2동,1153078000
서울특별시 구로구 항동 119-12,37.47964958181,126.8242612472,항동,10,1153011200,항동,1153080000
서울특별시 구로구 항동로 72,37.481240916926,126.8266226477,항동,2,1153011200,항동,1153080000
서울특별시 금천구 가산동 239-27,37.4744454,126.8867302,가산동,1,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 1,37.4663279,126.8867807,가산동,2,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 119,37.4757709,126.8829708,가산동,4,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 119,37.475820951204,126.8829730243,가산동,2,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 119,37.475903,126.882888,가산동,4,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 142,37.478404705,126.88335858,가산동,5,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 145,37.478073,126.881654,가산동,4,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 145,37.478109,126.881568,가산동,6,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 165,37.480162,126.88114,가산동,1,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 165,37.480166,126.881138,가산동,1,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 165,37.4802191,126.8809806,가산동,2,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 171,37.4807624,126.8806788,가산동,30,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 181,37.4814,126.880554,가산동,8,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 189 (가산동),37.48215176212,126.8797058162,가산동,4,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 19,37.467926,126.886383,가산동,4,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 19,37.472139,126.884074,가산동,6,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 205,37.483938777535,126.8795739436,가산동,3,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 212,37.484434358,126.88057683,가산동,5,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 219,37.48443,126.878972,가산동,4,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 226,37.4854203,126.8800015,가산동,1,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 233,37.4858614,126.878475,가산동,5,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 24,37.468345,126.887655,가산동,1,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 25,37.468117,126.886119,가산동,4,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 25,37.468211,126.886242,가산동,5,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 30,37.468618,126.887202,가산동,3,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 33-33,37.468526,126.884623,가산동,12,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 33-33,37.468697,126.884634,가산동,1,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 5,37.466745,126.886718,가산동,5,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 70,37.4723085,126.88611,가산동,5,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 84,37.473438862319,126.8855487283,가산동,6,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털1로 88,37.473842756321,126.885240503,가산동,3,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털2로 115,37.478071,126.879201,가산동,3,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털2로 169-37,37.4816924,126.8755512,가산동,3,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털2로 173,37.483168086,126.8770673,가산동,3,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털2로 184,37.483929,126.878076,가산동,7,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털2로 184,37.4842559,126.8780421,가산동,2,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털2로 53,37.472926,126.881048,가산동,5,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털2로 67,37.474104,126.881092,가산동,3,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털2로 67,37.474221663,126.88108237,가산동,6,1154510100,가산동,1154551000
서울특별시 금천구 가산디지털2로 70,37.474704,126.882243,가산동,10,1154510100,가산동,1154551000
서울특별시 금천구 가산로 99,37.4752372,126.8922806,가산동,5,1154510100,가산동,1154551000
서울특별시 금천구 금하로 750,37.449073438298,126.9136585945,시흥동,2,1154510300,시흥2동,1154568000
서울특별시 금천구 금하로 793,37.451,126.918,시흥동,3,1154510300,시흥2동,1154568000
서울특별시 금천구 금하로 796,37.449,126.917,시흥동,5,1154510300,시흥2동,1154568000
서울특별시 금천구 금하로 816,37.4487957,126.919212,시흥동,13,1154510300,시흥2동,1154568000
